"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","LAMONT SCHOOL DISTRICT - 264 Lamont School District Proposition No. 1","Levy, Yes"," ","0","0","School"
"Adams","LAMONT SCHOOL DISTRICT - 264 Lamont School District Proposition No. 1","Levy, No"," ","0","0","School"
"Adams","SPRAGUE SCHOOL DISTRICT 008 Proposition No. 1","LEVY   YES"," ","0","0","School"
"Adams","SPRAGUE SCHOOL DISTRICT 008 Proposition No. 1","LEVY   NO"," ","0","0","School"
"Adams","ODESSA SCHOOL DISTRICT 105 Proposition No. 1","LEVY   YES"," ","16","53.3333","School"
"Adams","ODESSA SCHOOL DISTRICT 105 Proposition No. 1","LEVY   NO"," ","14","46.6667","School"
"Adams","ODESSA SCHOOL DISTRICT 105 Proposition No. 2","LEVY   YES"," ","16","53.3333","School"
"Adams","ODESSA SCHOOL DISTRICT 105 Proposition No. 2","LEVY   NO"," ","14","46.6667","School"
"Chelan","CASCADE SCHOOL DISTRICT NO. 228 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY . . . YES"," ","2179","61.8858","School"
"Chelan","CASCADE SCHOOL DISTRICT NO. 228 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY . . . NO"," ","1342","38.1142","School"
"Chelan","CASCADE SCHOOL DISTRICT NO. 228 REPLACEMENT CAPITAL LEVY FOR TECHNOLOGY, SAFETY AND SECURITY IMPROVEMENTS","LEVY . . . YES"," ","2209","63.1504","School"
"Chelan","CASCADE SCHOOL DISTRICT NO. 228 REPLACEMENT CAPITAL LEVY FOR TECHNOLOGY, SAFETY AND SECURITY IMPROVEMENTS","LEVY  .  .  .  NO"," ","1289","36.8496","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY . . . YES"," ","748","68.0619","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY . . . NO"," ","351","31.9381","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 RENEWAL OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY . . . YES"," ","7144","63.1765","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 RENEWAL OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY . . . NO"," ","4164","36.8235","School"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Proposition No. 1 - Replacement Educational Programs and Operation Levy","YES"," ","7612","56.7636","School"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Proposition No. 1 - Replacement Educational Programs and Operation Levy","NO"," ","5798","43.2364","School"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Proposition No. 2 - Capital Levy to Improve School Facilities","YES"," ","7885","58.6202","School"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Proposition No. 2 - Capital Levy to Improve School Facilities","NO"," ","5566","41.3798","School"
"Clallam","QUILLAYUTE VALLEY SCHOOL DISTRICT 402 Proposition No. 1 - Replacement Educational Programs and Operation Levy","YES"," ","805","58.802","School"
"Clallam","QUILLAYUTE VALLEY SCHOOL DISTRICT 402 Proposition No. 1 - Replacement Educational Programs and Operation Levy","NO"," ","564","41.198","School"
"Clallam","HOSPITAL DISTRICT 1 Proposition No. 1 - Emergency Medical Services Levy","YES"," ","1194","71.9711","Hospital"
"Clallam","HOSPITAL DISTRICT 1 Proposition No. 1 - Emergency Medical Services Levy","NO"," ","465","28.0289","Hospital"
"Clark","BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition No. 5","Levy...Yes"," ","9733","47.5825","School"
"Clark","BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition No. 5","Levy...No"," ","10722","52.4175","School"
"Clark","CAMAS SCHOOL DISTRICT NO. 117 Proposition No. 4","Levy...Yes"," ","5623","52.7585","School"
"Clark","CAMAS SCHOOL DISTRICT NO. 117 Proposition No. 4","Levy...No"," ","5035","47.2415","School"
"Clark","CAMAS SCHOOL DISTRICT NO. 117 Proposition No. 5","Levy...Yes"," ","5823","55.5471","School"
"Clark","CAMAS SCHOOL DISTRICT NO. 117 Proposition No. 5","Levy...No"," ","4660","44.4529","School"
"Cowlitz","Castle Rock School District No. 401 Proposition 1 - Capital Projects Levy","Yes"," ","1459","55.6445","School"
"Cowlitz","Castle Rock School District No. 401 Proposition 1 - Capital Projects Levy","No"," ","1163","44.3555","School"
"Douglas","Ephrata School Dist #165 PROPOSITION NO. 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY...YES"," ","5","62.5","School"
"Douglas","Ephrata School Dist #165 PROPOSITION NO. 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY...NO"," ","3","37.5","School"
"Douglas","ORONDO SCHOOL DISTRICT #13 Capital Levy For Health, Life Safety And Security Improvements","Levy Yes"," ","217","59.4521","School"
"Douglas","ORONDO SCHOOL DISTRICT #13 Capital Levy For Health, Life Safety And Security Improvements","Levy No"," ","148","40.5479","School"
"Grant","WAHLUKE SCHOOL DISTRICT NO. 73 PROPOSITION NO. 1 CAPITAL LEVY FOR HEALTH, SAFETY, SECURITY AND INFRASTRUCTURE IMPROVEMENTS","LEVY...YES"," ","308","44.7025","School"
"Grant","WAHLUKE SCHOOL DISTRICT NO. 73 PROPOSITION NO. 1 CAPITAL LEVY FOR HEALTH, SAFETY, SECURITY AND INFRASTRUCTURE IMPROVEMENTS","LEVY...NO"," ","381","55.2975","School"
"Grant","Ephrata School Dist #165 PROPOSITION NO. 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY...YES"," ","1903","66.3529","School"
"Grant","Ephrata School Dist #165 PROPOSITION NO. 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY...NO"," ","965","33.6471","School"
"Grant","Grant County Fire Dist #10 PROPOSITION NO. 1 INCREASE SIZE OF BOARD OF COMMISSIONERS FROM 3 TO 5","Yes"," ","402","71.6578","Fire"
"Grant","Grant County Fire Dist #10 PROPOSITION NO. 1 INCREASE SIZE OF BOARD OF COMMISSIONERS FROM 3 TO 5","No"," ","159","28.3422","Fire"
"Grant","ODESSA SCHOOL DISTRICT 105 Proposition No. 1","LEVY   YES"," ","8","61.5385","School"
"Grant","ODESSA SCHOOL DISTRICT 105 Proposition No. 1","LEVY   NO"," ","5","38.4615","School"
"Grant","ODESSA SCHOOL DISTRICT 105 Proposition No. 2","LEVY   YES"," ","8","57.1429","School"
"Grant","ODESSA SCHOOL DISTRICT 105 Proposition No. 2","LEVY   NO"," ","6","42.8571","School"
"Grays Harbor","Fire District 4 Proposition Establishing Property Tax Levy for Fire Protection and Emergency Medical Services","Approved"," ","128","82.5806","Fire"
"Grays Harbor","Fire District 4 Proposition Establishing Property Tax Levy for Fire Protection and Emergency Medical Services","Rejected"," ","27","17.4194","Fire"
"Grays Harbor","Fire District 14 Proposition to Dissolve Grays Harbor County Fire Protection District No. 14","Approved"," ","101","56.7416","Fire"
"Grays Harbor","Fire District 14 Proposition to Dissolve Grays Harbor County Fire Protection District No. 14","Rejected"," ","77","43.2584","Fire"
"Island","OAK HARBOR SCH 201 Oak Harbor School District No. 201 / Renewal of Educational Programs and Operations Levy","Yes"," ","5100","55.0162","School"
"Island","OAK HARBOR SCH 201 Oak Harbor School District No. 201 / Renewal of Educational Programs and Operations Levy","No"," ","4170","44.9838","School"
