MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
201000001,2010,1,2,ALAMEDA,2010-02-02,Alameda,2,M,B,"(INITIATIVE) Shall the City Charter Amendment, and ordinance proposing General Plan Amendments, Zoning Map and Text Amendment and Development Agreement, regarding development of Alameda Point be adopted?",40,40,Initiative,22,22,Land Use: Zoning,2361,13797,16158,0.14611956,M,2,Fail,0,201000001,2361,13797,16158,0.14611956,2,Fail,40,20
201000002,2010,30,2,ORANGE,2010-02-02,Mission Viejo,2,R,1,Shall Lance MacLean be recalled (removed) from the office of City Council Member?,50,50,Recall,46,46,Governance: Recall,7370,7351,14721,0.50064534,M,1,Pass,0,201000002,7370,7351,14721,0.50064534,1,Pass,50,40
201000003,2010,19,2,LOS ANGELES,2010-02-23,Montebello,2,R,1,Shall KATHY SALAZAR be recalled from the office of Member of the City Council of the City of Montebello?,50,50,Recall,46,46,Governance: Recall,2674,1052,3726,0.7176597,M,1,Pass,0,201000003,2674,1052,3726,0.7176597,1,Pass,50,40
201000004,2010,19,2,LOS ANGELES,2010-02-23,Montebello,2,R,2,Shall ROBERT URTEAGA be recalled from the office of Member of the City Council of the City of Montebello?,50,50,Recall,46,46,Governance: Recall,2672,1015,3687,0.72470844,M,1,Pass,0,201000004,2672,1015,3687,0.72470844,1,Pass,50,40
201000005,2010,33,2,RIVERSIDE,2010-02-23,Lake Elsinore,2,R,1,Shall Thomas Buckley be recalled (removed) from the office of the City Council Member?,50,50,Recall,46,46,Governance: Recall,1010,1290,2300,0.43913043,M,2,Fail,0,201000005,1010,1290,2300,0.43913043,2,Fail,50,40
201000006,2010,41,3,SAN MATEO,2010-02-23,San Mateo - Foster City Elementary,2,M,A,"To protect local schools from damaging State budget cuts, provide stable local funding that cannot be taken away by the State, and preserve quality education by attracting and retaining qualified teachers and staff, maintaining school libraries, providing middle school art and music programs and supporting small class sizes, shall San Mateo-Foster City School District increase the expiring school parcel tax by $96 for seven years, with annual cost of living adjustments, exemptions for seniors and independent fiscal oversight?",3,3,Property Tax,10,10,Education,14689,7238,21927,0.6699047,T,1,PassT,0,201000006,14689,7238,21927,0.6699047,1,PassT,1,10
201000007,2010,41,3,SAN MATEO,2010-03-02,Burlingame Elementary,2,M,B,"To maintain quality education, restore and protect critical school programs, including math and science, reading and writing, books and classroom materials, school library services, art and music, and to retain qualified teachers shall Burlingame Elementary School District renew its expiring education parcel tax, without increase, of $180 per parcel for ten years with no funds for administrators' salaries, all funds going to local elementary and middle schools, and an exemption for senior citizens?",3,3,Property Tax,10,10,Education,4685,1899,6584,0.71157354,T,1,PassT,0,201000007,4685,1899,6584,0.71157354,1,PassT,1,10
201000008,2010,15,3,KERN,2010-03-09,Tehachapi Unified,2,R,1,Shall Holly Hart be recalled (removed) from the office of Governing Board Member?,50,50,Recall,13,13,Education: Recall,2527,2846,5373,0.47031453,M,2,Fail,0,201000008,2527,2846,5373,0.47031453,2,Fail,50,10
201000009,2010,15,3,KERN,2010-03-09,Tehachapi Unified,2,R,2,Shall Patty Snyder be recalled (removed) from the office of Governing Board Member?,50,50,Recall,13,13,Education: Recall,2416,2946,5362,0.45057815,M,2,Fail,0,201000009,2416,2946,5362,0.45057815,2,Fail,50,10
201000010,2010,15,3,KERN,2010-03-09,Tehachapi Unified,2,R,3,Shall Mary Graham be recalled (removed) from the office of Governing Board Member?,50,50,Recall,13,13,Education: Recall,2444,2918,5362,0.4558001,M,2,Fail,0,201000010,2444,2918,5362,0.4558001,2,Fail,50,10
201000011,2010,19,2,LOS ANGELES,2010-04-13,El Segundo,2,M,M,Shall the ordinance amending El Segundo Municipal Code Chapter 3-7 that imposes a Utility User Tax on non-residential users in the City by updating and replacing the telephone tax regulations with modern communication services tax regulations be adopted?,5,5,Utility Tax,112,112,Revenues: Tax Creation/Incr./Contin.,1570,647,2217,0.7081642,M,1,Pass,0,201000011,1570,647,2217,0.7081642,1,Pass,1,110
201000012,2010,19,2,LOS ANGELES,2010-04-13,El Segundo,2,M,N,"Shall the ordinance amending El Segundo Municipal Code §§ 4-2-1, 4-2-3, and 4-2-4 to allow annual increases to the business license tax to fund general municipal services including, without limitation, police protection and crime suppression services, fire prevention and suppression services, and park and recreation facilities and services be adopted?",2,2,Business Tax,112,112,Revenues: Tax Creation/Incr./Contin.,1508,711,2219,0.6795854,M,1,Pass,0,201000012,1508,711,2219,0.6795854,1,Pass,1,110
201000013,2010,19,2,LOS ANGELES,2010-04-13,Lancaster,2,M,C,Shall the voters of the City of Lancaster adopt a charter to regain home-rule control and accountability from the State for local municipal affairs?,20,20,Charter Amendment,40,40,Governance,8996,3674,12670,0.7100237,M,1,Pass,0,201000013,8996,3674,12670,0.7100237,1,Pass,20,40
201000014,2010,19,2,LOS ANGELES,2010-04-13,Lancaster,2,M,I,"In response to a recent complaint, with respect to the invocations that contained reference to Jesus Christ, shall the City Council continue its invocation policy in randomly selecting local clergy of different faiths to deliver the invocation without restricting the content based on their beliefs, including references to Jesus Christ?",70,70,Ordinance,200,200,Other,9765,3116,12881,0.7580933,M,1,Pass,0,201000014,9765,3116,12881,0.7580933,1,Pass,70,200
201000015,2010,19,2,LOS ANGELES,2010-04-13,Lancaster,2,M,M,"Shall the term of office of the Mayor be four years, commencing in 2012?",70,70,Ordinance,43,43,Governance: Organization,7168,5768,12936,0.55411255,M,1,Pass,0,201000015,7168,5768,12936,0.55411255,1,Pass,70,40
201000016,2010,19,2,LOS ANGELES,2010-04-13,Sierra Madre,2,M,ED,"Shall an ordinance be adopted prohibiting the City of Sierra Madre from exercising the power of eminent domain for private purposes, or facilitating or funding the exercise of the power of eminent domain for private purposes?",70,70,Ordinance,40,40,Governance,2359,387,2746,0.85906774,M,1,Pass,0,201000016,2359,387,2746,0.85906774,1,Pass,70,40
201000017,2010,49,2,SONOMA,2010-04-13,Cotati,2,M,A,"To prevent potential elmination of the Police Department; restore Police services to 2008 levels; maintain financial viablity of the City; prevent cuts to street paving, pothole repair, and park maintencance; restore City Hall service hours; and maintain other City services, shall the City of Cotati enact a one-half cent sales tax, which will sunset in 5 years, and be subject to annual financial audits and public expenditure reports?",4,4,Sales Tax,112,112,Revenues: Tax Creation/Incr./Contin.,1120,750,1870,0.5989305,M,1,Pass,0,201000017,1120,750,1870,0.5989305,1,Pass,1,110
