MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
200500001,2005,33,2,RIVERSIDE,2005-01-11,RIVERSIDE,0,M,A,"Shall the order adopted on March 25, 2004, by the Executive Officer of behalf of the Local Agency Formation Commission of the County of Riverside ordering the reorganization affecting the City of Riverside, County Service Area 126 and the Riverside County Waste Resource Management District, and providing for Annexation 95 to the City of Riverside, and detachments from County Service Area 126 and the Riverside County Waste District Resources Management District be confirmed subject to the terms and conditions including extensions to the annexation area of the City's street lighting assessment, utility tax, general bonded indebtedness and various rates and service charges applicable within the City, all as more particularly described in the order?",70,70,Ordinance,44,44,Governance: Incorporation/Formation/Annexation,61,46,107,0.5700934579439252,M,1,Pass,0,200500001,61,46,107,0.5700934579439252,1,Pass,70,40
200500002,2005,51,3,SUTTER,2005-01-25,YUBA CITY UNIFIED,0,M,N,"Shall the Yuba City Unified School District Community Facilities District No. 1 Be authorized to levy a special tax at the rate and apportioned as described in Resolution No.BR-0405-015 adopted by the governing Board of the Yuba City Unified School District on July 27,2004, which resolution is Incorporated herein in by reference, within the territory identified on the map Entitled ""Annexation Map No. 1 of Community Facilities District No. 1,"" Which map is attached as Exhibit B to Resolution No. BR-0405-024.",7,7,Miscellaneous Tax,44,44,Governance: Incorporation/Formation/Annexation,6,85,91,0.06593406593406594,T,2,FailT,0,200500002,6,85,91,0.06593406593406594,2,FailT,1,40
200500003,2005,7,1,CONTRA COSTA,2005-02-15,DIABLO CSD,1,M,Z,"Shall the Knightsen Town Community Services District be formed upon as affirmative vote by two-thirds of the voters and become effective July 1, 2005 and include the territory shown in Exhibit A of the Board of Supervisors Resolution and be authorized to levy up to a $200 annual tax for developed parcels and up to a $100 annual tax for undeveloped parcels for the purpose of constructing, operating, maintaining, and servicing flood control and water quality improvements?",3,3,Property Tax,101,101,General Services: Flood Control/Drainage,329,117,446,0.7376681614349776,T,1,PassT,0,200500003,329,117,446,0.7376681614349776,1,PassT,1,100
200500004,2005,21,1,MARIN,2005-03-07,MARINWOOD CSD,1,M,D,"Shall Marinwood Community Services District Ordinance 16, which imposes an annual special tax of one hundred and fifty ($150.00) dollars on each improved parcel within Marinwood Community Services District for park, open spaces and street landscape maintenance, and which allows for annual cost of living adjustment to the special tax, be approved and shall the Marinwood Community Services District appropriations limit be increased by the amount of this voter-approved tax?",3,3,Property Tax,105,105,General Services: Maintenance,899,368,1267,0.7095501183898973,T,1,PassT,0,200500004,899,368,1267,0.7095501183898973,1,PassT,1,100
200500005,2005,21,3,MARIN,2005-03-07,LARKSPUR ELEMENTARY,0,M,B,"To maintain the high quality of public education in Corte Madera and Larkspur by providing continued support for small class sizes, exceptional instructional programs, and highly qualified staff for a growing student population, shall the Larkspur School District be authorized to renew a parcel tax commencing July 1, 2005 for a maximum of six years at the rate of $289.00 per parcel per year with a 5% annual adjustment and an exemption for property owners 65 and older?",3,3,Property Tax,10,10,Education,2754,866,3620,0.7607734806629834,T,1,PassT,0,200500005,2754,866,3620,0.7607734806629834,1,PassT,1,10
200500006,2005,21,3,MARIN,2005-03-07,NOVATO UNIFIED,0,M,A,"To reduce the impact of unprecedented school funding cuts and protect quality education in Novato's schools by preserving essential educational programs; maintaining small class sizes in math, science, English and elementary grades; retaining teachers and avoiding extensive layoffs; and keeping school libraries open shall Novato Unified School District extend its expiring school parcel tax for six years at $155 per parcel, with an exemption for seniors, no money for administrator salaries, and all money benefiting Novato schools?",3,3,Property Tax,10,10,Education,13310,4418,17728,0.7507897111913358,T,1,PassT,0,200500006,13310,4418,17728,0.7507897111913358,1,PassT,1,10
200500007,2005,21,3,MARIN,2005-03-07,ROSS ELEMENTARY,0,M,C,"To enhance the educational environment and improve safety for students, staff and the community through the reconstruction of deteriorated elementary classrooms, library and facilities (most over 60 years old); to rectify substandard heating, ventilation, plumbing, roofing and electrical systems; to comply with current earthquake and flood safety codes; and to improve energy-efficiency; shall Ross Elementary School District issue $19 million of bonds at legal interest rates, with a Citizen's Oversight Committee to monitor bond expenditures and audits?",11,11,GO Bond,11,11,Education: Bonds,781,546,1327,0.5885455915599096,T,2,FailT,0,200500007,781,546,1327,0.5885455915599096,2,FailT,10,10
200500008,2005,21,3,MARIN,2005-03-07,ROSS VALLEY ELEMENTARY,0,M,E,"To maintain the high quality of education in Ross Valley Schools (with reduced class sizes and high student achievement) and to protect the quality of life and property values in our community, should the existing special tax for Ross Valley elementary and middle schools (12% of the District Budget) be continued for an additional eight years with audit and accountability measures and with an exemption for parcels owned and occupied by persons 65 and older?",3,3,Property Tax,10,10,Education,5204,1067,6271,0.8298516982937331,T,1,PassT,0,200500008,5204,1067,6271,0.8298516982937331,1,PassT,1,10
200500009,2005,9,1,EL DORADO,2005-03-08,CAMERON PARK CSD,1,M,C,"To construct and equip Cameron Park recreational community center, including meeting/classrooms, a youth activity area, facilities for senior meals and programs, recreational and competition pools, gym, exercise/dance room, assembly hall with a theater and stage for community productions, shall Cameron Park Community Services District issue $8,500,000 of bonds at legal rates and appoint a Citizens' Oversight Committee to maintain financial accountability, prevent waste and ensure that no bond money is used for operating expenses?",11,11,GO Bond,78,78,Facilities: Parks & Recreation,3504,1612,5116,0.6849100860046912,T,1,PassT,0,200500009,3504,1612,5116,0.6849100860046912,1,PassT,10,70
200500010,2005,9,1,EL DORADO,2005-03-08,CSA NO. 10 ZONE F,1,M,F,"To maintain library services in the South Lake Tahoe Zone of benefit (Zone F) within county Service Area 10, shall a $15.00 per library special tax be imposed annually upon all parcels in the Zone to replace the expiring library assessments of $15, for the sole purpose of providing library service within such zone, commencing in 2005/2006 for a period of ten (10) years, and with annual adjustments not exceeding 3% annually or $5.00 for the life of the tax?",3,3,Property Tax,71,71,Facilities: Libraries,3615,819,4434,0.8152909336941814,T,1,PassT,0,200500010,3615,819,4434,0.8152909336941814,1,PassT,1,70
