MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
199600001,1996,52,1,TEHAMA,1996-02-06,TEHAMA,0,R,Dist. 2,"Recall of Supervisor, District Two - Shirley M. Marelli.",50,50,Recall,48,46,Governance: Recall,8265,4144,12409,0.6660488355226045,M,1,Pass,0,199600001,8265,4144,12409,0.6660488355226045,1,Pass,50,40
199600002,1996,52,1,TEHAMA,1996-02-06,TEHAMA,0,R,Dist. 4,"Recall of Supervisor, District Four - Joann Landingham.",50,50,Recall,48,46,Governance: Recall,7714,4589,12303,0.6270015443387792,M,1,Pass,0,199600002,7714,4589,12303,0.6270015443387792,1,Pass,50,40
199600003,1996,52,1,TEHAMA,1996-02-06,TEHAMA,0,R,Dist. 5,"Recall of Supervisor, District Five - Kathleen Rowen.",50,50,Recall,48,46,Governance: Recall,8422,3869,12291,0.6852168253193394,M,1,Pass,0,199600003,8422,3869,12291,0.6852168253193394,1,Pass,50,40
199600004,1996,37,3,SAN DIEGO,1996-02-27,SWEETWATER UNION HIGH SCHOOL DISTRICT-SEAT 2,0,R,2,Shall STEVE HOGAN be recalled (removed) from Seat No. 2 of the Governing Board for Sweetwater Union High School District?,50,50,Recall,46,13,Education: Recall,7195,8587,15782,0.4558991255861108,M,2,Fail,0,199600004,7195,8587,15782,0.45589912558611073,2,Fail,50,10
199600005,1996,37,3,SAN DIEGO,1996-02-27,SWEETWATER UNION HIGH SCHOOL DISTRICT-SEAT 3,0,R,3,Shall GREG R. SANDOVAL be recalled (removed) from Seat No. 3 of the Governing Board for Sweetwater Union High School District?,50,50,Recall,46,13,Education: Recall,6805,9588,16393,0.41511620813761974,M,2,Fail,0,199600005,6805,9588,16393,0.41511620813761974,2,Fail,50,10
199600006,1996,37,3,SAN DIEGO,1996-02-27,SWEETWATER UNION HIGH SCHOOL DISTRICT-SEAT 4,0,R,4,Shall ROBERT GRIEGO be recalled (removed) from Seat No. 4 of the Governing Board for Sweetwater Union High School District?,50,50,Recall,46,13,Education: Recall,7229,9303,16532,0.4372731671909025,M,2,Fail,0,199600006,7229,9303,16532,0.4372731671909025,2,Fail,50,10
199600007,1996,2,1,ALPINE,1996-03-26,ALPINE,0,R,,"Shall WARREN JANG be recalled (removed) from the office of Supervisor, 4th District of Alpine County?",50,50,Recall,48,46,Governance: Recall,114,38,152,0.75,M,1,Pass,0,199600007,114,38,152,0.75,1,Pass,50,40
199600008,1996,4,1,BUTTE,1996-03-26,BUTTE,0,M,A,"In order to maintain the current level of County services, including fire protection, law enforcement, criminal prosecution and library services, shall the Utility User Tax levied in the unincorporated area of Butte County by Ordinance Number 3229 be aproved, thereby continuing the tax at its current rate until the year 20, at which time the tax shall expire?",5,5,Utility Tax,100,112,Revenues: Tax Creation/Incr./Contin.,16906,14170,31076,0.544021109537907,M,1,Pass,0,199600008,16906,14170,31076,0.544021109537907,1,Pass,1,110
199600009,1996,5,1,CALAVERAS,1996-03-26,CALAVERAS,0,M,A,"Shall the ""Calaveras Municipal Utility District"" be created and established as a Countywide district with the intent to seek approval to provide electric service?",70,70,Ordinance,43,43,Governance: Organization,3648,1086,4734,0.770595690747782,M,1,Pass,0,199600009,3648,1086,4734,0.770595690747782,1,Pass,70,40
199600010,1996,5,1,CALAVERAS,1996-03-26,CALAVERAS,0,M,B,"Shall the County-wide Transient Occupancy Tax be raised from six percent (6%) to eight percent (8%), with an amount equal to thirty-one percent (31%) of the total Transient Occupancy Tax received by the County to be used to promote tourism in the County?",2,2,Business Tax,200,201,Other: Promotion of Tourism,3964,8252,12216,0.3244924688932547,T,2,FailT,0,199600010,3964,8252,12216,0.3244924688932547,2,FailT,1,200
199600011,1996,11,1,GLENN,1996-03-26,GLENN,0,M,C,"Shall the Board of Supervisors establish the consolidated office of Director of Finance, to perform the duties of Auditor-Controller and Treasurer-Tax Collector for Glenn County?",70,70,Ordinance,42,42,Governance: Personnel/Labor Relations,3505,2087,5592,0.626788268955651,M,1,Pass,0,199600011,3505,2087,5592,0.626788268955651,1,Pass,70,40
199600012,1996,11,1,GLENN,1996-03-26,GLENN,0,M,D,Shall a unified school district be formed between Orland Joint Union High School and the Orland Joint Union School District excluding the school districts of Lake and Plaza?,70,70,Ordinance,12,12,Education: Districts,1560,1021,2581,0.6044168926772568,M,1,Pass,0,199600012,1560,1021,2581,0.6044168926772568,1,Pass,70,10
199600013,1996,17,1,LAKE,1996-03-26,LAKE,0,M,S,We the people of the County of Lake support the sitting of a State Prison in the County of Lake.,30,30,Advisory,31,31,Safety: Jails/Courts,7952,8887,16839,0.4722370687095433,M,2,Fail,0,199600013,7952,8887,16839,0.4722370687095433,2,Fail,30,30
199600014,1996,22,1,MARIPOSA,1996-03-26,MARIPOSA,0,M,A,"Shall the following ordinance (measure) be adopted?  ""The Office of the Mariposa County Constable is hereby abolished.  The duties of the Constable shall be performed by the Mariposa County Sheriff's Office commencing January 1, 1997.""  This ordinance shall become operative and effective at 12:01 a.m. on January 1, 1997 if approved by a majority vote of the electorate in the March 1996 Primary Election.",70,70,Ordinance,32,32,Safety: Police,3779,1700,5479,0.6897244022631869,M,1,Pass,0,199600014,3779,1700,5479,0.6897244022631868,1,Pass,70,30
199600015,1996,22,1,MARIPOSA,1996-03-26,MARIPOSA,0,M,B,"Shall the following ordinance (measure) be adopted?  ""For the privilege of occupancy in any hotel, each transient is subject to and shall pay a tax in the amount of ten percent (10%) of the rent charged by the operator.  Such tax constitutes a debt owed by the transient to the county which is extinguished old by payment to the operator or to the county.  The transient shall pay the tax to the operator of the hotel at the time the rent is paid.  If the rent is paid in installments, a proportionate share of the tax shall be paid with each installment.  The unpaid tax shall be due upon the transient's ceasing to occupy space in the hotel.  If for any reason the tax due is not aid to the operator of the hotel, the tax collector may require that such tax be paid directly to the tax collector.""  This ordinance shall become effective March 27, 1996, if approved by a majority of the voters in the March 1996 Primary Election.",2,2,Business Tax,100,112,Revenues: Tax Creation/Incr./Contin.,3514,1975,5489,0.6401894698487884,M,1,Pass,0,199600015,3514,1975,5489,0.6401894698487884,1,Pass,1,110
199600016,1996,23,1,MENDOCINO,1996-03-26,MENDOCINO,0,M,C,Shall Ordinance No. 3919 proposing an additional countrywide transactions and use tax of one-quarter of one percent (.25%) be adopted in the incorporated and unincorporated territory of Mendocino County?,4,4,Sales Tax,200,110,Revenues,8309,13378,21687,0.38313275234011157,T,2,FailT,0,199600016,8309,13378,21687,0.38313275234011157,2,FailT,1,110
199600017,1996,25,1,MODOC,1996-03-26,MODOC,0,M,A,"Shall the Legislature place on the statewide ballot a proposed amendment to the California Constitution to give local government jurisdictions the legal authority to (a) decline to implement a program mandated by the State or Federal government without the full funding necessary to perform the mandated service, or (b) discontinue a program mandated by the State or Federal government when all funds provided by the State or Federal government for such a mandate have been expended?",30,30,Advisory,45,45,Governance: Political Reform/Term Limits,2606,814,3420,0.762,M,1,Pass,0,199600017,2606,814,3420,0.7619883040935672,1,Pass,30,40
199600018,1996,28,1,NAPA,1996-03-26,NAPA,0,M,W,Should Napa County Ordinance No. 96-1 (Controlled Growth Initiative) be adopted?,70,70,Ordinance,21,21,Land Use: Growth Cap/Boundary,6053,30702,36755,0.16468507686029113,M,2,Fail,0,199600018,6053,30702,36755,0.16468507686029113,2,Fail,70,20
199600019,1996,28,1,NAPA,1996-03-26,NAPA,0,M,X,Should Napa County Ordinance No. 96-2 (Suscol Creek Balanced Planning Initiative) be adopted?,40,40,Initiative,22,22,Land Use: Zoning,5244,31575,36819,0.14242646459708302,M,2,Fail,0,199600019,5244,31575,36819,0.14242646459708302,2,Fail,40,20
199600020,1996,29,1,NEVADA,1996-03-26,NEVADA,0,M,B,"Shall the electorate of the County of Nevada request and direct the California State Legislature to propose an amendment to the California Constitution opposing unfunded Federal and State mandates imposed on local governments and giving local government the legal authority to (a) decline to implement a program mandated by the State or Federal government without the full funding necessary to perform the mandated service, or (b) discontinue a program mandated by the State or Fedeal government when all funds provided by the State or Federal government when all funds provided by the State or Federal government for such a mandate have been expended?",30,30,Advisory,200,40,Governance,23478,5297,28775,0.8159165942658558,M,1,Pass,0,199600020,23478,5297,28775,0.8159165942658558,1,Pass,30,40
199600021,1996,29,1,NEVADA,1996-03-26,NEVADA,0,M,F,"Shall the County of Nevada be required to expend at least one-half of the motor vehicle in lieu taxes received by the County on the maintenance, repair, circulation, enhancement, general road safety and fire access of the public roads, ways, and highways within the County of Nevada?",70,70,Ordinance,62,62,Transport: Roads,17735,12186,29921,0.5927275157915846,M,1,Pass,0,199600021,17735,12186,29921,0.5927275157915846,1,Pass,70,60
199600022,1996,30,1,ORANGE,1996-03-26,ORANGE,0,M,S,"INITIATIVE TO AMEND GENERAL PLAN  MARINE CORPS AIR STATION EL TORO.  Shall the initiative measure entitled ""The El Toro Responsible Economic Development Initiative,"" which would repeal Measure A, abolish the El Toro Airport Citizens Advisory Commission, and which states the highest and best civilian use for Marine Corps Air Station El Toro is not a civilian airport, be approved?",40,40,Initiative,22,22,Land Use: Zoning,195223,287430,482653,0.40447899422566524,M,2,Fail,0,199600022,195223,287430,482653,0.40447899422566524,2,Fail,40,20
199600023,1996,30,1,ORANGE,1996-03-26,ORANGE,0,M,T,"MEASURE TO ADOPT ORANGE COUNTY PROPOSED CHARTER.  Shall the measure entitled ""orange County Proposed Charter"" which would result in Orange County becoming a charter county be adopted?",20,20,Charter Amendment,43,43,Governance: Organization,168545,258961,427506,0.3942517765832526,M,2,Fail,0,199600023,168545,258961,427506,0.3942517765832526,2,Fail,20,40
199600024,1996,30,1,ORANGE,1996-03-26,ORANGE,0,M,U,"MEASURE TO AMEND THE ORANGE COUNTY PROPOSED CHARTER TO INCREASE MEMBERS OF BOARD OF SUPERVISORS FROM FIVE TO NINE.  Shall the measure entitled ""proposed Amendment to Orange County Proposed Charter to Increase Members of Board of Supervisors From Five to Nine"" be adopted?",3,3,Property Tax,43,43,Governance: Organization,111279,339256,450535,0.2469930194102567,M,2,Fail,0,199600024,111279,339256,450535,0.2469930194102567,2,Fail,1,40
199600025,1996,35,1,SAN BENITO,1996-03-26,SAN BENITO,0,M,D,Shall the amended business license tax ordinance increasing the business tax of mining operations be approved?,2,2,Business Tax,100,112,Revenues: Tax Creation/Incr./Contin.,2732,5647,8379,0.3260532283088674,M,2,Fail,0,199600025,2732,5647,8379,0.3260532283088674,2,Fail,1,110
199600026,1996,36,1,SAN BERNARDINO,1996-03-26,SAN BERNARDINO,0,M,L,"Shall an ordinance of the County of San Bernardino be adopted which would prohibit, in the unincorporated portion of the County, large solid waste landfills which overlie or are located within 10 miles from the point of extraction of a significant water resource, unless the large solid waste landfill was fully permitted, constructed and had commenced operations s of March 14, 1995?",70,70,Ordinance,24,24,Land Use: Private Projects,103758,115994,219752,0.47215952528304633,M,2,Fail,0,199600026,103758,115994,219752,0.47215952528304633,2,Fail,70,20
199600027,1996,36,1,SAN BERNARDINO,1996-03-26,SAN BERNARDINO,0,M,M,"Shall the levy of a business license tax on permitted operators of solid waste disposal sites located within the unincorporated territory of the County, as provided in sections 43.031 through 43.037 of the San Bernardino County Code, be approved?",2,2,Business Tax,100,112,Revenues: Tax Creation/Incr./Contin.,88764,125136,213900,0.4149789621318373,M,2,Fail,0,199600027,88764,125136,213900,0.4149789621318373,2,Fail,1,110
