MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
200600001,2006,10,3,FRESNO,2006-02-07,GOLDEN PLAINS UNIFIED,0,R,1,"Shall Alex Mezler be recalled (removed) from the office of Governing Board Member of Golden Plains Unified School District, Trustee Area No. 1?",50,50,Recall,13,13,Education: Recall,129,171,300,0.43,M,2,Fail,0,200600001,129,171,300,0.43,2,Fail,50,10
200600002,2006,10,3,FRESNO,2006-02-07,GOLDEN PLAINS UNIFIED,0,R,2,"Shall Kathy Chaffin be recalled (removed) from the office of Governing Board Member of Golden Plains Unified School District, Trustee Area No. 2?",50,50,Recall,13,13,Education: Recall,132,170,302,0.4370860927152318,M,2,Fail,0,200600002,132,170,302,0.4370860927152318,2,Fail,50,10
200600003,2006,10,3,FRESNO,2006-02-07,GOLDEN PLAINS UNIFIED,0,R,3,"Shall Rod Lucas be recalled (removed) from the office of Governing Board Member of Golden Plains Unified School District, Trustee Area No. 3?",50,50,Recall,13,13,Education: Recall,148,150,298,0.4966442953020134,M,2,Fail,0,200600003,148,150,298,0.4966442953020134,2,Fail,50,10
200600004,2006,49,2,SONOMA,2006-02-14,SANTA ROSA,0,M,A,"Shall the order adopted on July 6, 2005, by the Sonoma Local Agency Formation Commission, ordering a reorganization providing for the annexation of territory to the City of Santa Rosa and simultaneous detachment of that territory from the Rincon Valley Fire Protection District and County Service Area No. 41 (Multi-Services) be confirmed?",70,70,Ordinance,44,44,Governance: Incorporation/Formation/Annexation,7,8,15,0.4666666666666667,M,2,Fail,0,200600004,7,8,15,0.4666666666666667,2,Fail,70,40
200600005,2006,1,2,ALAMEDA,2006-03-07,PIEDMONT,0,M,A,Shall city owned property at 801 Magnolia Avenue be rezoned from single Family Residential to Public Facilities?,70,70,Ordinance,22,22,Land Use: Zoning,3717,436,4153,0.8950156513363834,M,1,Pass,0,200600005,3717,436,4153,0.8950156513363834,1,Pass,70,20
200600006,2006,1,3,ALAMEDA,2006-03-07,PIEDMONT CITY UNIFIED,0,M,E,"To repair, reconstruct, or replace Piedmont public school buildings to reduce dangers from earthquakes and to meet state and federal seismic safety standards, provide safe classrooms and facilities and to improve the likelihood of Piedmont schools qualifying for state matching funds, shall the Piedmont City Unified School district issue a maximum of $56 million in bonds with interest rates within legal limits, and appoint a Citizen's Oversight Committee to guarantee all money raised in the community benefits local children?",11,11,GO Bond,11,11,Education: Bonds,2497,1797,4294,0.5815090824406148,F,1,PassF,0,200600006,2497,1797,4294,0.5815090824406148,1,PassF,10,10
200600007,2006,49,3,SONOMA,2006-03-07,KENWOOD ELEMENTARY,0,M,A,"Shall the Kenwood School District, serving the children of Kenwood, provide funds for the purpose of reduction of class size and maintenance and enhancement of academic and educational programs by levying a special tax assessment on each assessor's parcel of $52.00 per year ($26.00 per semi-annual payment) for a period of five years, beginning July 1, 2007, with certain specific exemptions as set forth in the Resolution and Order of Election?",3,3,Property Tax,10,10,Education,1461,561,2022,0.7225519287833828,T,1,PassT,0,200600007,1461,561,2022,0.7225519287833828,1,PassT,1,10
200600008,2006,10,2,FRESNO,2006-04-04,HURON,0,R,1,Shall Ramon R. Dominguez be recalled (removed) from the office of Mayor of the City of Huron?,50,50,Recall,46,46,Governance: Recall,95,176,271,0.3505535055350554,M,2,Fail,0,200600008,95,176,271,0.3505535055350554,2,Fail,50,40
200600009,2006,10,2,FRESNO,2006-04-04,HURON,0,R,2,Shall Joe Zavala be recalled (removed) from the office of Member of City Council of the City of Huron?,50,50,Recall,46,46,Governance: Recall,82,184,266,0.3082706766917293,M,2,Fail,0,200600009,82,184,266,0.3082706766917293,2,Fail,50,40
200600010,2006,10,2,FRESNO,2006-04-04,HURON,0,R,3,Shall Hilda R. Plasencia la be recalled (removed) from the office of Member of City Council of the City of Huron?,50,50,Recall,46,46,Governance: Recall,82,187,269,0.3048327137546468,M,2,Fail,0,200600010,82,187,269,0.3048327137546468,2,Fail,50,40
