MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
199700001,1997,37,3,SAN DIEGO,1997-01-28,SAN DIEGUITO UNION HIGH,0,M,C,"Shall Community Facilities District No. 95-1 of the San Dieguito Union High School District incur an indebtedness and issue bonds in the maximum aggregate principal amount of $50,000,000 for a maximum term of not more than 35 years with interest not to exceed the maximum interest rate permitted by law, the proceeds of which will be used to pay for the cost of acquiring, leasing, and/or constructing school facilities and equipment and other facilities to be used in conjunction with the school facilities and for certain incidental expenses; shall a special tax as provided in the Resolution of Formation with respect to the District be levied to pay the principal of interest on such bonds and to pay for the leasing, construction and/or acquisition of the facilities and equipment described above; shall an appropriations limit be established for the District equal to the amount of all proceeds of the special tax collected annually as adjusted for changes in the cost of living and changes in population?",11,11,GO Bond,11,11,Education: Bonds,1537,78,1615,0.9517027863777091,T,1,PassT,0,199700001,1537,78,1615,0.951702786377709,1,PassT,10,10
199700002,1997,50,2,STANISLAUS,1997-02-04,CERES,0,M,A,"Shall the ordinance be adopted amending the City's existing utility users tax ordinance to lower the tax rate to a maximum of 3% on monthly charges for telephone, cable television, electrical, and natural gas utility services effective August 1, 1998; exempt qualified very low income households; preclude water, sewer, and garbage services from the tax; and, delete the automatic repeal date?",5,5,Utility Tax,202,111,Revenues: Tax Repeal/Reduction/Limit,1917,1279,3196,0.5998122653316645,M,1,Pass,0,199700002,1917,1279,3196,0.5998122653316645,1,Pass,1,110
199700003,1997,47,3,SISKIYOU,1997-02-11,SISKIYOU JOINT COMMUNITY COLLEGE,0,R,1,Shall PENNY HEILMAN be recalled (removed) from the office of Trustee?,50,50,Recall,13,13,Education: Recall,1601,3638,5239,0.3055926703569383,M,2,Fail,0,199700003,1601,3638,5239,0.3055926703569383,2,Fail,50,10
199700004,1997,47,3,SISKIYOU,1997-02-11,SISKIYOU JOINT COMMUNITY COLLEGE,0,R,3,Shall MARILYN HALL be recalled (removed) from the office of Trustee?,50,50,Recall,13,13,Education: Recall,1622,3589,5211,0.31126463250815584,M,2,Fail,0,199700004,1622,3589,5211,0.31126463250815584,2,Fail,50,10
199700005,1997,19,2,LOS ANGELES,1997-02-25,BURBANK,0,M,,Shall the City of Burbank enact a new ordinance prohibiting the use of gas-powered leaf blowers within City limits?,70,70,Ordinance,204,204,Other: Noise/Nuisance Abatement,3784,4522,8306,0.4555742836503733,M,2,Fail,0,199700005,3784,4522,8306,0.4555742836503732,2,Fail,70,110
199700006,1997,30,2,ORANGE,1997-02-25,WESTMINSTER,0,M,A,Shall the charter proposed for the City of Westminster be adopted?,20,20,Charter Amendment,40,40,Governance,1508,2792,4300,0.35069767441860467,M,2,Fail,0,199700006,1508,2792,4300,0.35069767441860467,2,Fail,20,40
199700007,1997,20,1,MADERA,1997-03-04,MADERA,0,M,J,"JUVENILE HALL & DETENTION FACILITIES.  Shall the County of Madera be authorized to issue general obligation bonds in a principal amount not to exceed Fifteen Million Dollars ($15,000,000) to pay for the construction and completion of new juvenile justice detention facilities consisting of a new Juvenile Hall and related facilities and necessary costs of land acquisition, construction and all required fixtures and appurtenances?",11,11,GO Bond,31,31,Safety: Jails/Courts,4797,2519,7316,0.655686167304538,T,2,FailT,0,199700007,4797,2519,7316,0.655686167304538,2,FailT,10,30
199700008,1997,23,1,MENDOCINO,1997-03-04,MENDOCINO,0,M,G,"Shall Ordinance No. 3955 proposing to reinstate a two percent occupancy tax which, until recently, was in effect within the unincorporated area of the County of Mendocino since 1990 and which tax is charged to persons renting, for 30 days or less, a room or rooms in the hotel, motel, inn and similar structures be adopted?",2,2,Business Tax,200,200,Other,9675,3448,13123,0.7372552007925017,T,1,PassT,0,199700008,9675,3448,13123,0.7372552007925017,1,PassT,1,200
199700009,1997,17,2,LAKE,1997-03-04,LAKEPORT,0,M,D,"Shall a special annual tax in the amount of $1.05 per unit of benefit as adjusted each year the March report of the Bay Area Census, All Urban Consumers Price Index, in accordance with the Units of Benefit Table as set forth below, be imposed on all parcels within the City of Lakeport for the purpose of providing fire protection and prevention services (salaries and benefits of fire fighting personnel, necessary fire protection and prevention services, medical aid, ambulance services and hazardous materials control), to be collected in the manner authorized by Division 1 of the Revenue and Taxation Code?",3,3,Property Tax,33,33,Safety: Fire,574,201,775,0.7406451612903225,T,1,PassT,0,199700009,574,201,775,0.7406451612903225,1,PassT,1,30
199700010,1997,19,2,LOS ANGELES,1997-03-04,HAWAIIAN GARDENS,0,R,,,50,50,Recall,46,46,Governance: Recall,829,231,1060,0.7820754716981132,M,1,Pass,0,199700010,829,231,1060,0.7820754716981132,1,Pass,50,40
199700011,1997,19,2,LOS ANGELES,1997-03-04,HAWAIIAN GARDENS,0,M,A,"Shall Ordinance No. 425, entitled, ?An ordinance of the people of the City of Hawaiian Gardens Municipal Code, Chapter 8.04.161 from the effective date of election forward, a 6% Utility Users? Tax on gas, electrical, water, telephone service? be adopted?",5,5,Utility Tax,200,200,Other,464,594,1058,0.43856332703213613,M,2,Fail,0,199700011,464,594,1058,0.43856332703213613,2,Fail,1,200
199700012,1997,19,2,LOS ANGELES,1997-03-04,HAWAIIAN GARDENS,0,M,B,"Shall Ordinance No. 431 ?Authorizing the Establishment and Operation of Card Clubs in the City of Hawaiian Gardens, California?  be adopted?",70,70,Ordinance,200,200,Other,671,398,1069,0.627689429373246,M,1,Pass,0,199700012,671,398,1069,0.627689429373246,1,Pass,70,200
199700013,1997,19,2,LOS ANGELES,1997-03-04,PASADENA,0,M,1,Shall Section 704 of the Charter of the City of Pasadena be amended so that the California Elections Code will govern the nomination filing period and form of the nominating petition for Pasadena Unified School District Board of Education primary nominating elections so as to be consistent with other local elections?,20,20,Charter Amendment,48,48,Governance: Elections,12365,1136,13501,0.9158580845863269,M,1,Pass,0,199700013,12365,1136,13501,0.9158580845863269,1,Pass,20,40
199700014,1997,19,2,LOS ANGELES,1997-03-04,PASADENA,0,M,2,"Shall the ordinance imposing a ""Library Special Tax"" be extended which: establishes a Library Special Tax to fund a portion of the maintenance and operations costs of the Central Library and all branch libraries; exempts (a) houses of worship and community service organizations, (b) persons meeting a ""Lifeline"" criteria, and (c) persons meeting certain income criteria; establishes the following annual tax rates:  (1) $20 on each single family residence or residential unit in a residential condominium project;  (2) $13 on each other residential unit of a multi-unit building;  (3) $147 on each parcel of non-residential properties in the city not exempted from ad valorem taxation under California law; and which prevents the imposition of the Library Special Tax if certain General Fund commitments to the library are not made; contains a ten year limit; establishes a special fund into which all proceeds of the Library Special Tax shall be deposited and limits use of such proceeds exclusively for the Library Special Tax purposes; and imposes a requirement that the Library Special Tax be re-evaluated no later than 2003 for the purpose of determining whether the library can be fully funded by the General Fund at the level of service set forth in this ordinance?",3,3,Property Tax,71,71,Facilities: Libraries,11247,1761,13008,0.8646217712177122,M,1,Pass,0,199700014,11247,1761,13008,0.8646217712177122,1,Pass,1,70
199700015,1997,19,2,LOS ANGELES,1997-03-04,POMONA,0,M,R,"Shall an Ordinance be adopted which amends the Pomona City Code and Zoning Ordinance and permits the placement of a Materials Recovery Facility (MRF) in the industrially zoned northerly parcels of the General Dynamics site, subject to a Conditional Use Permit?",70,70,Ordinance,22,22,Land Use: Zoning,2016,7076,9092,0.22173339199296085,T,2,FailT,0,199700015,2016,7076,9092,0.22173339199296085,2,FailT,70,20
199700016,1997,19,2,LOS ANGELES,1997-03-04,REDONDO BEACH,0,M,A,"Shall Section 16.7 be added to Article XVI of the Charter of the City of Redondo Beach to impose a two-term limit on members of the Board of Education of the Redondo Beach Unified School District, except that previous and uncompleted terms of current members shall not be counted therefor?",20,20,Charter Amendment,45,45,Governance: Political Reform/Term Limits,4240,2160,6400,0.6625,M,1,Pass,0,199700016,4240,2160,6400,0.6625,1,Pass,20,40
199700017,1997,19,2,LOS ANGELES,1997-03-04,REDONDO BEACH,0,M,B,"Shall Section 21.3 of Article XXI of the Charter of the City of Redondo Beach be amended to delete the prohibition on exposure of female breasts in public and, instead, state that the People are opposed to the establishment and operation of topless and nude bars, adult movie theaters, adult book stores and other adult entertainment and sex-oriented businesses and direct the City Council to restrict them to appropriate places in accordance with law?",20,20,Charter Amendment,200,200,Other,3824,2563,6387,0.5987161421637701,M,1,Pass,0,199700017,3824,2563,6387,0.5987161421637701,1,Pass,20,200
199700018,1997,19,2,LOS ANGELES,1997-03-04,REDONDO BEACH,0,M,C,"Shall Section 12.3 of Article XII of the Charter of the City of Redondo Beach be amended to remove the power of the City Manager to supervise the activities of the City Attorney, City Treasurer and City Clerk and their Assistants, Deputies and assigned employees?",20,20,Charter Amendment,42,42,Governance: Personnel/Labor Relations,3464,2758,6222,0.5567341690774671,M,1,Pass,0,199700018,3464,2758,6222,0.5567341690774671,1,Pass,20,40
199700019,1997,19,2,LOS ANGELES,1997-03-04,REDONDO BEACH,0,M,D,Shall Sections 15.1 to 15.18 inclusive of Article XV governing appointive boards and commissions be deleted from the Charter of the City of Redondo Beach and Section 15 thereof be amended to provide that the City Council may create such board commissions as it believes necessary and grant them powers and duties consistent with law?,20,20,Charter Amendment,43,43,Governance: Organization,3533,2571,6104,0.5788007863695938,M,1,Pass,0,199700019,3533,2571,6104,0.5788007863695938,1,Pass,20,40
199700020,1997,28,2,NAPA,1997-03-04,NAPA,0,M,A,Shall Section 17a of the City of Napa Charter be amended to delete obsolete language regarding the method of voting?,20,20,Charter Amendment,48,48,Governance: Elections,12950,1567,14517,0.8920575876558517,M,1,Pass,0,199700020,12950,1567,14517,0.8920575876558517,1,Pass,20,40
199700021,1997,28,2,NAPA,1997-03-04,NAPA,0,M,B,Shall Section 21 of the City of Napa Charter regarding petition circulation compensation be deleted?,20,20,Charter Amendment,48,48,Governance: Elections,11192,2919,14111,0.7931401034653817,M,1,Pass,0,199700021,11192,2919,14111,0.7931401034653817,1,Pass,20,40
199700022,1997,28,2,NAPA,1997-03-04,NAPA,0,M,C,Shall Section 23 of the City of Napa Charter be amended to delete the requirement of the City Attorney to prepare a headline for Recall,20,20,Charter Amendment,48,48,Governance: Elections,10633,3384,14017,0.7585788685168011,M,1,Pass,0,199700022,10633,3384,14017,0.758578868516801,1,Pass,20,40
