MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
200400001,2004,36,2,SAN BERNARDINO,2004-01-13,HIGHLAND,0,R,1,Shall Steve Graves be recalled (removed) from the office of Council Member?,50,50,Recall,46,46,Governance: Recall,2620.0,1453,4073.0,0.643260495948932,M,1,Pass,0,200400001,2620.0,1453,4073.0,0.643260495948932,1,Pass,50,40
200400002,2004,36,2,SAN BERNARDINO,2004-01-13,HIGHLAND,0,R,2,Shall Brad Sundquist be recalled (removed) from the office of Council Member?,50,50,Recall,46,46,Governance: Recall,2566.0,1494,4060.0,0.6320197044334975,M,1,Pass,0,200400002,2566.0,1494,4060.0,0.6320197044334975,1,Pass,50,40
200400003,2004,36,2,SAN BERNARDINO,2004-01-13,HIGHLAND,0,R,3,Shall Ray Rucker be recalled (removed) from the office of Council Member?,50,50,Recall,46,46,Governance: Recall,2532.0,1531,4063.0,0.6231848387890722,M,1,Pass,0,200400003,2532.0,1531,4063.0,0.6231848387890722,1,Pass,50,40
200400004,2004,1,1,ALAMEDA,2004-03-02,ALAMEDA,0,M,2,"Shall voters authorize a Regional Traffic Relief Plan that does the following: (1) Directs revenues generated throught the collection of bridge tolls to provide the following projects: (A) Expand and extend BART. (B) New transbay rail crossing south of the San Francisco-Oakland Bay Bridge. (C) Comprehensive Regional Express bus network. (D) New expanded ferry service. (E) Better connections between BART, buses, ferries, and rail. (2) Approves a one dollar ($1) toll increase effective July 1, 2004, on all toll bridges in the bay area, except the Golden Gate Bridge?",70,70,Ordinance,61,61,Transport: Mass Transit,164497.0,131098,295595.0,0.5564945279859267,M,1,Pass,0,200400004,164497.0,131098,295595.0,0.5564945279859267,1,Pass,70,60
200400005,2004,1,1,ALAMEDA,2004-03-02,ALAMEDA,0,M,A,"To provide and maintain trauma and emergency medical services throughout Alameda County and to provide primary, preventative and mental health services to indigent, low income and uninsured children, families and seniors, to retain qualified nurses and health care professionals and to prevent closure of county clinics and the Alameda County Medical Center, shall Alameda County implement a half-cent transaction and use tax, with an annual fiscal oversight and review?",4,4,Sales Tax,36,36,Safety: Emergency Medical/Paramedic,214449.0,87315,301764.0,0.710651369944725,T,1,PassT,0,200400005,214449.0,87315,301764.0,0.710651369944725,1,PassT,1,30
200400006,2004,7,1,CONTRA COSTA,2004-03-02,CONTRA COSTA,0,M,L,"Shall the Large-Scale Retail Businesses Ordinance, Contra Costa County Ordinance No.2003-18, be adopted?",70,70,Ordinance,22,22,Land Use: Zoning,108770.0,126055,234825.0,0.4631959970190567,M,2,Fail,0,200400006,108770.0,126055,234825.0,0.4631959970190567,2,Fail,70,20
200400007,2004,7,1,CONTRA COSTA,2004-03-02,CONTRA COSTA,0,M,M,"Shall voters authorize a Regional Traffic Relief Plan that does the following: (1) Directs revenues generated through the collection of bridge tolls to provide the following projects: (A) Expand and extend BART; (B) New transbay commuter rail crossing south of the San Francisco-Oakland Bay Bridge; (C) Comprehensive Regional Express bus network; (D) New expanded ferry service; (E) Better connections between BART, buses, ferries, and rail; Approves a one dollar ($1) toll increase effective July 1,2004, on all toll bridges in the bay area, except the Golden Gate Bridge?",70,70,Ordinance,61,61,Transport: Mass Transit,121167.0,114766,235933.0,0.5135652918413278,M,1,Pass,0,200400007,121167.0,114766,235933.0,0.5135652918413278,1,Pass,70,60
200400008,2004,7,1,CONTRA COSTA,2004-03-02,COUNTY SERVICE AREA NO. P-2,1,M,O,"Shall Contra Costa County Ordinance 2003-31 be approved to authorize a special tax increase on property in County Service Area P-2 (Zone A), to a maximum of $270 per parcel for residential property (single and multiple), a maximum of $1620 per parcel for commercial/industrial/institutional property, and a maximum of $8100 per parcel for commercial/theater property, to provide additional funding for police protection service?",3,3,Property Tax,32,32,Safety: Police,1095.0,1065,2160.0,0.5069444444444444,T,2,FailT,0,200400008,1095.0,1065,2160.0,0.5069444444444444,2,FailT,1,30
200400009,2004,7,1,CONTRA COSTA,2004-03-02,COUNTY SERVICE AREA NO. R-7A,1,M,P,"Shall the appropriations limit under California Article XIII-B for County Service Area R-7A (Alamo Parks and Recreation) be increased to $675,000 and adjusted for changes in the cost-of-living and population, with the increase effective for the fiscal years 2002/2003 through 2005/2006 (inclusive) to provide for the expenditure of funds that will be available to the Service Area during the stated fiscal years?",60,60,Gann Limit,110,110,Revenues,3444.0,1239,4683.0,0.7354260089686099,M,1,Pass,0,200400009,3444.0,1239,4683.0,0.7354260089686099,1,Pass,60,110
200400010,2004,9,1,EL DORADO,2004-03-02,EL DORADO,0,M,G,"(INITIATIVE) Shall Measure G be approved, adopting the general plan proposed in the Measure as the official General Plan for the County of El Dorado, and specifying those aspects of the General Plan that can be amended by the Board of Supervisors without voter approval?",40,40,Initiative,20,20,Land Use,14618.0,34870,49488.0,0.2953847397348852,M,2,Fail,0,200400010,14618.0,34870,49488.0,0.2953847397348852,2,Fail,40,20
