MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
199800001,1998,49,2,SONOMA,1998-01-06,WINDSOR,0,R,1,Shall Debora Fudge be recalled?,50,50,Recall,46,46,Governance: Recall,2020,2900,4920,0.4105691056910569,M,2,Fail,0,199800001,2020,2900,4920,0.4105691056910569,2,Fail,50,40
199800002,1998,49,2,SONOMA,1998-01-06,WINDSOR,0,R,2,Shall Lynn Morehouse be recalled?,50,50,Recall,46,46,Governance: Recall,2016,2900,4916,0.4100895036615134,M,2,Fail,0,199800002,2016,2900,4916,0.4100895036615134,2,Fail,50,40
199800003,1998,49,2,SONOMA,1998-01-06,WINDSOR,0,R,3,Shall Sam Salmon be recalled?,50,50,Recall,46,46,Governance: Recall,2125,2787,4912,0.432614006514658,M,2,Fail,0,199800003,2125,2787,4912,0.432614006514658,2,Fail,50,40
199800004,1998,49,2,SONOMA,1998-01-06,WINDSOR,0,M,A,Shall  a resolution be adopted to amend the Town of Windsor General Plan by establishing a 20 year Urban Growth Boundary?,70,70,Ordinance,21,21,Land Use: Growth Cap/Boundary,3542,1352,4894,0.7237433592153657,M,1,Pass,0,199800004,3542,1352,4894,0.7237433592153657,1,Pass,70,20
199800005,1998,37,3,SAN DIEGO,1998-01-13,DEHESA ELEMENTARY,0,R,1,Shall Gloria Chadwick be recalled (removed) from the Governing board for Dehesa School District?,50,50,Recall,13,13,Education: Recall,195,131,326,0.598159509202454,M,1,Pass,0,199800005,195,131,326,0.598159509202454,1,Pass,50,10
199800006,1998,37,3,SAN DIEGO,1998-01-13,DEHESA ELEMENTARY,0,R,2,Shall Loretta M. Belt be recalled (removed) from the Governing board for Dehesa School District?,50,50,Recall,13,13,Education: Recall,181,131,312,0.5801282051282052,M,1,Pass,0,199800006,181,131,312,0.5801282051282052,1,Pass,50,10
199800007,1998,37,3,SAN DIEGO,1998-01-13,DEHESA ELEMENTARY,0,R,3,Shall Cheryl A. Minshew be recalled (removed) from the Governing board for Dehesa School District?,50,50,Recall,13,13,Education: Recall,197,129,326,0.6042944785276073,M,1,Pass,0,199800007,197,129,326,0.6042944785276073,1,Pass,50,10
199800008,1998,37,3,SAN DIEGO,1998-01-13,DEHESA ELEMENTARY,0,R,4,Shall Irene M. Harper be recalled (removed) from the Governing board for Dehesa School District?,50,50,Recall,13,13,Education: Recall,200,126,326,0.6134969325153374,M,1,Pass,0,199800008,200,126,326,0.6134969325153374,1,Pass,50,10
199800009,1998,58,1,YUBA,1998-01-27,YUBA,0,M,R,Should Yuba County Ordinance Number 1219 (Yuba County Raceway Measure) be adopted?,70,70,Ordinance,22,22,Land Use: Zoning,7052,1115,8167,0.8634749602057059,M,1,Pass,0,199800009,7052,1115,8167,0.8634749602057059,1,Pass,70,20
199800010,1998,36,2,SAN BERNARDINO,1998-02-03,SAN BERNADINO,0,M,W,Shall the ordinance repealing Chapter 3.52 and adding Chapter 3.54 to the San Bernadino Municipal Code be approved so as to permit the City of San Bernadino to continue to collect and use the transient lodging tax?,7,7,Miscellaneous Tax,203,112,Revenues: Tax Creation/Incr./Contin.,10129,2390,12519,0.8090901829219587,M,1,Pass,0,199800010,10129,2390,12519,0.8090901829219587,1,Pass,1,110
199800011,1998,21,2,MARIN,1998-02-24,NOVATO,0,M,A,Shall the master plan and zoning ordinances establishing certain land use regulations which will allow the development of the Black Point golf links and residential project be adopted?,70,70,Ordinance,24,24,Land Use: Private Projects,7192,4516,11708,0.614280833618039,M,1,Pass,0,199800011,7192,4516,11708,0.614280833618039,1,Pass,70,20
199800012,1998,21,2,MARIN,1998-02-24,NOVATO,0,M,B,Shall the master plan ordinance (City of Novato Ordinance NO. 1376) establishing certain land use regulations which will allow the development of the Black Point golf links and residential project be adopted?,70,70,Ordinance,24,24,Land Use: Private Projects,7075,4583,11658,0.6068793961228341,M,1,Pass,0,199800012,7075,4583,11658,0.6068793961228341,1,Pass,70,20
199800013,1998,28,1,NAPA,1998-03-03,NAPA,0,M,A,"Shall the People approve Ordinance No. 1(NCFPWIA), to provide countywide flood protection by increasing the sales/use tax by one-half percent?",4,4,Sales Tax,101,101,General Services: Flood Control/Drainage,19107,9104,28211,0.6772890007443906,T,1,PassT,0,199800013,19107,9104,28211,0.6772890007443905,1,PassT,1,100
199800014,1998,47,2,SISKIYOU,1998-03-03,ETNA,0,R,1,"Shall Karol Purcell be recalled (removed) from the office of Member, City Council?",50,50,Recall,46,46,Governance: Recall,158,92,250,0.632,M,1,Pass,0,199800014,158,92,250,0.632,1,Pass,50,40
199800015,1998,47,2,SISKIYOU,1998-03-03,ETNA,0,R,2,"Shall Ken McCutcheon be recalled (removed) from the office of Member, City Council?",50,50,Recall,46,46,Governance: Recall,148,97,245,0.6040816326530613,M,1,Pass,0,199800015,148,97,245,0.6040816326530613,1,Pass,50,40
199800016,1998,47,2,SISKIYOU,1998-03-03,ETNA,0,R,3,"Shall Linn Mills be recalled (removed) from the office of Member, City Council?",50,50,Recall,46,46,Governance: Recall,149,96,245,0.6081632653061224,M,1,Pass,0,199800016,149,96,245,0.6081632653061224,1,Pass,50,40
199800017,1998,21,2,MARIN,1998-04-14,BELVEDERE,0,M,D,"Shall the City of Belvedere, pursuant to Article XIII B of the California Constitution, adjust its appropriations limit  for the period July 1, 1998 through June 30, 2002, as specified in City of Belvedere Ordinance NO. 94-1, thereby enabling the City to continue the special assessment adopted by the voters in 1982 for essential rehabilitation, improvements and maintenance of City streets, storm drains, water mains for fire flow purposes, and other public facilities, and purchase of essential equipment including, but not limited to police patrol cars?",3,3,Property Tax,203,112,Revenues: Tax Creation/Incr./Contin.,301,41,342,0.8801169590643275,M,1,Pass,0,199800017,301,41,342,0.8801169590643275,1,Pass,1,110
199800018,1998,21,2,MARIN,1998-04-14,SAUSALITO,0,M,F,"Shall the Sausalito City council be authorized to take the following actions regarding Public Parking Lots, Parks and the Martin Luther King school site, notwithstanding Ordinance 1128: a) permit festivals, exhibits, farmers markets, arts events, fairs, and similar public events; b)authorize public amenities and facilities, specifically including walkways, benches, lighting and Americans with Disabilities Act improvements previously approved for Plaza Vina del Mar; c) perform necessary and desirable maintenance; d) take necessary actions to facilitate public access and enjoyment of public properties.",70,70,Ordinance,74,74,Facilities: Public Works,740,1838,2578,0.287044220325834,M,2,Fail,0,199800018,740,1838,2578,0.287044220325834,2,Fail,70,70
199800019,1998,27,2,MONTEREY,1998-04-14,CARMEL,0,M,A,"Shall Ordinance No. 96-12 amending Title 5 of the Municipal Code, Business License Taxes, Licenses and Regulations, be adopted?",2,2,Business Tax,203,112,Revenues: Tax Creation/Incr./Contin.,874,420,1294,0.6754250386398764,M,1,Pass,0,199800019,874,420,1294,0.6754250386398764,1,Pass,1,110
199800020,1998,29,2,NEVADA,1998-04-14,TRUCKEE,0,M,A,"Shall a 1/2 cent sales tax, which terminates automatically after 12 years, be collected exclusively for the purpose of improvement and maintenance of the Town “backbone” roads specified in the ballot measure?",4,4,Sales Tax,62,62,Transport: Roads,1557,448,2005,0.7765586034912718,T,1,PassT,0,199800020,1557,448,2005,0.7765586034912718,1,PassT,1,60
199800021,1998,33,2,RIVERSIDE,1998-04-14,RANCHO MIRAGE,0,M,A,"Shall Ordinance 685, an ordinance of the people of the City of Rancho Mirage, proposing a replacement tax in the amount of $18.96 per single-family residential unit (or equivalent) to continue funding of city park maintenance be adopted?",3,3,Property Tax,51,51,Environment: Parks/Recreation,1088,476,1564,0.6956521739130435,T,1,PassT,0,199800021,1088,476,1564,0.6956521739130435,1,PassT,1,50
199800022,1998,41,2,SAN MATEO,1998-04-14,COLMA,0,M,C,Shall an ordinance be adopted to move the General Municipal Election from April of even-numbered years to November of even-numbered years?,70,70,Ordinance,43,43,Governance: Organization,107,38,145,0.7379310344827588,M,1,Pass,0,199800022,107,38,145,0.7379310344827587,1,Pass,70,40
199800023,1998,41,2,SAN MATEO,1998-04-14,COLMA,0,M,D,Shall an ordinance be adopted to make the City Clerk an appointed officer?,70,70,Ordinance,43,43,Governance: Organization,106,38,144,0.7361111111111112,M,1,Pass,0,199800023,106,38,144,0.7361111111111112,1,Pass,70,40
199800024,1998,42,2,SANTA BARBARA,1998-04-14,BUELLTON,0,M,G98,"Shall an Ordinance of the People of the City of Buellton, California that adopts the Transient Occupancy Tax, which applies only to transient occupants of hotels (as defined in Section 3.28.020), all as set forth in Chapter 3.28 of the Buellton Municipal Code, be approved?",7,7,Miscellaneous Tax,203,112,Revenues: Tax Creation/Incr./Contin.,630,124,754,0.8355437665782494,M,1,Pass,0,199800024,630,124,754,0.8355437665782494,1,Pass,1,110
199800025,1998,42,2,SANTA BARBARA,1998-04-14,BUELLTON,0,M,H98,"Shall an Ordinance of the People of the City of Buellton, California that retroactively approves the Transient Occupancy Tax, which applies only to transient occupants of hotels (as defined in Section 3.28.020), all as set forth in Chapter 3.28 of the Buellton Municipal Code, be approved?",7,7,Miscellaneous Tax,203,112,Revenues: Tax Creation/Incr./Contin.,610,156,766,0.7963446475195822,M,1,Pass,0,199800025,610,156,766,0.7963446475195822,1,Pass,1,110
199800026,1998,49,2,SONOMA,1998-04-14,SANTA ROSA,0,M,C,"In order to maintain essential City services, shall the City of Santa Rosa continue to impose the utility users tax on cellular, facsimile, pager, and out-of-state and international telecommunications and other services, as added by Ordinance No. 3211, approved by the City Council in August 1995?",5,5,Utility Tax,203,112,Revenues: Tax Creation/Incr./Contin.,6575,6973,13548,0.48531148509005023,M,2,Fail,0,199800026,6575,6973,13548,0.4853114850900502,2,Fail,1,110
199800027,1998,1,3,ALAMEDA,1998-04-14,CASTRO VALLEY UNIFIED,0,M,C,"To provide financing for improvements to older classrooms, to replace leaking and aging roofs, to upgrade heating, electrical lighting and plumbing systems, and science and computer laboratories, and for renovation, improvement, construction and acquisition of and additions to school facilities and grounds for the Castro Valley Unified District, shall the District be authorized to incur bonded indebtedness of up to $36,555,000.00 to bear interest rates not exceeding the legal maximum?",11,11,GO Bond,11,11,Education: Bonds,5261,2432,7693,0.6838684518393344,T,1,PassT,0,199800027,5261,2432,7693,0.6838684518393344,1,PassT,10,10
199800028,1998,1,3,ALAMEDA,1998-04-14,FREMONT UNIFIED,0,M,A,"Shall the Fremont Unified School District maintain, repair and renovate schools; repair roofs; improve fire safety, heating, ventilation, plumbing, and electrical systems; upgrade schools to a uniform district standard which includes computer facilities, science labs and libraries; acquire and construct classrooms, sites and school facilities; reduce K-3 class size and reduce over-crowding by issuing  $168,583,588 of bonds, at interest rates within the legal limit?",11,11,GO Bond,11,11,Education: Bonds,8157,7113,15270,0.5341846758349705,T,2,FailT,0,199800028,8157,7113,15270,0.5341846758349705,2,FailT,10,10
199800029,1998,7,3,CONTRA COSTA,1998-04-14,OAKLEY UNION ELEMENTARY,0,M,A,"To provide adequate classroom space for students throughout the school district, shall the Oakley Union Elementary School District be authorized to incur bonded indebtedness in an amount not to exceed $10,000,000, with an interest rate not to exceed the statutory maximum?",11,11,GO Bond,11,11,Education: Bonds,2261,595,2856,0.7916666666666666,T,1,PassT,0,199800029,2261,595,2856,0.7916666666666666,1,PassT,10,10
199800030,1998,7,3,CONTRA COSTA,1998-04-14,SAN RAMON VALLEY UNIFIED,0,M,D,"Shall the San Ramon Valley Unified School District be authorized to incur bonded indebtedness in the principal amount of $70,000,000 to bear interest at rates not exceeding the statutory limit, to raise funds for the acquisition, construction and improvement of real property, including the authorized school purposes recommended by the Citizens’ Advisory Committee on District Facilities summarized as: add new classrooms at nine schools, construct gymnasium and multipurpose or specialized rooms at nine schools, complete Iron Horse Middle School, construct new middle school, modernize five schools, add kindergarten class size reduction classrooms at sixteen schools, and make technology improvements at three high schools; and for additional projects to the extent of available funds?",11,11,GO Bond,11,11,Education: Bonds,20810,6274,27084,0.7683503175306454,T,1,PassT,0,199800030,20810,6274,27084,0.7683503175306454,1,PassT,10,10
199800031,1998,9,3,EL DORADO,1998-04-14,RESCUE UNION ELEMENTARY,0,M,K,"To construct and acquire permanent classrooms, restrooms and school facilities; to install necessary sewer lines at Rescue Elementary; to upgrade aging heating and air conditioning systems and electrical wiring to accommodate computer technology at all schools; and to make necessary repairs complying with health and safety standards with no money going for salaries; shall the Rescue Union School District issue and sell $27 million of bonds at an interest rate within the legal limit?",11,11,GO Bond,11,11,Education: Bonds,3621,1156,4777,0.7580071174377224,T,1,PassT,0,199800031,3621,1156,4777,0.7580071174377224,1,PassT,10,10
199800032,1998,11,3,GLENN,1998-04-14,HAMILTON UNION HIGH,0,M,R,"For the purpose of constructing and acquiring a new library and classrooms for Hamilton High School, shall the Hamilton Union High School District issue and sell bonds in the amount of $1,340,000 to bear interest at rates not exceeding the statutory limit, to acquire, construct, and renovate school facilities and grounds?",11,11,GO Bond,11,11,Education: Bonds,370,131,501,0.7385229540918163,T,1,PassT,0,199800032,370,131,501,0.7385229540918163,1,PassT,10,10
199800033,1998,13,3,IMPERIAL,1998-04-14,HEBER ELEMENTARY,0,M,O,"To modernize and improve health and safety conditions at District facilities, including replacing inadequate electrical and air-conditioning/heating systems, repairing deteriorating roofs, plumbing, water treatment and sewer systems, upgrading the kitchens and technological capabilities of its schools, and acquiring land, constructing and, modernizing school facilities to achieve the foregoing, shall the Heber Elementary School District issue up to $2.5 million of general obligation bonds, at an interest rate within the legal limit?",11,11,GO Bond,11,11,Education: Bonds,140,56,196,0.7142857142857143,T,1,PassT,0,199800033,140,56,196,0.7142857142857143,1,PassT,10,10
199800034,1998,15,3,KERN,1998-04-14,SOUTH FORK UNION,0,M,B,"Shall the South Fork Union School District issue $1.1 million of bonds at an interest rate within the legal limit in order to construct a new gymnasium, build a community center and relocate the South Fork Middle School?",11,11,GO Bond,11,11,Education: Bonds,636,293,929,0.6846071044133477,T,1,PassT,0,199800034,636,293,929,0.6846071044133477,1,PassT,10,10
