MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
200300001,2003,19,2,LOS ANGELES,2003-01-28,SOUTH GATE,0,R,1,Shall Maria Benavides be recalled (removed) from the office of City Council?,50,50,Recall,46,46,Governance: Recall,6702,1503,8205,0.817,M,1,Pass,0,200300001,6702,1503,8205,0.817,1,Pass,50,40
200300002,2003,19,2,LOS ANGELES,2003-01-28,SOUTH GATE,0,R,1,Shall Albert Robles be recalled (removed) from the office of City Treasurer?,50,50,Recall,46,46,Governance: Recall,6851,1384,8235,0.832,M,1,Pass,0,200300002,6851,1384,8235,0.832,1,Pass,50,40
200300003,2003,19,2,LOS ANGELES,2003-01-28,SOUTH GATE,0,R,2,Shall Raul Moriel be recalled (removed) from the office of City Council?,50,50,Recall,46,46,Governance: Recall,6505,1605,8110,0.802,M,1,Pass,0,200300003,6505,1605,8110,0.8020961775585697,1,Pass,50,40
200300004,2003,19,2,LOS ANGELES,2003-01-28,SOUTH GATE,0,R,3,Shall Xochilt Ruvalcaba be recalled (removed) from the office of City Council?,50,50,Recall,46,46,Governance: Recall,6578,1601,8179,0.804,M,1,Pass,0,200300004,6578,1601,8179,0.8042547988751682,1,Pass,50,40
200300005,2003,19,2,LOS ANGELES,2003-01-28,SOUTH GATE,0,M,A,Shall the Chief of Police pass a Spanish language proficiency exam as a condition of employment?,70,70,Ordinance,42,42,Governance: Personnel/Labor Relations,3163,4984,8147,0.388,M,2,Fail,0,200300005,3163,4984,8147,0.38824107033263777,2,Fail,70,40
200300006,2003,19,2,LOS ANGELES,2003-01-28,SOUTH GATE,0,M,B,Shall office of the city treasurer be appointive?,70,70,Ordinance,43,43,Governance: Organization,2537,5409,7946,0.319,M,2,Fail,0,200300006,2537,5409,7946,0.3192801409514221,2,Fail,70,40
200300007,2003,19,2,LOS ANGELES,2003-01-28,SOUTH GATE,0,M,C,Shall the office of the city clerk be appointive?,70,70,Ordinance,43,43,Governance: Organization,2521,5356,7877,0.32,M,2,Fail,0,200300007,2521,5356,7877,0.32004570267868476,2,Fail,70,40
200300008,2003,19,2,LOS ANGELES,2003-01-28,SOUTH GATE,0,M,D,Shall the City of South Gate prohibit the construction of power plant facilities within the City?,70,70,Ordinance,20,20,Land Use,4573,3201,7774,0.588,M,1,Pass,0,200300008,4573,3201,7774,0.5882428608181116,1,Pass,70,20
200300009,2003,19,2,LOS ANGELES,2003-01-28,SOUTH GATE,0,M,E,"Shall the compensation of the elected city clerk be raised from its current rate at the level of the salary of the City Council members for attendance at City Council meetings, currently Six Hundred Dollars ($600.00) per month, to Six Thousand Six Hundred Sixty Six and 66/100 Dollars ($6,666.66) per month?",70,70,Ordinance,42,42,Governance: Personnel/Labor Relations,1273,6498,7771,0.164,M,2,Fail,0,200300009,1273,6498,7771,0.16381418092909536,2,Fail,70,40
200300010,2003,19,2,LOS ANGELES,2003-01-28,SOUTH GATE,0,M,F,"Shall the compensation of the elected city treasurer be raised from its current rate at the level of the salary of the City Council members for attendance at City council meetings, Six Hundred Dollars ($600.00) per month, to Six Thousand Six Hundred Sixty Six and 66/100 Dollars ($6,666.66) per month?",70,70,Ordinance,42,42,Governance: Personnel/Labor Relations,804,6873,7677,0.105,M,2,Fail,0,200300010,804,6873,7677,0.1047284095349746,2,Fail,70,40
