RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,CSD,PLACE,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,Num_Inc,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,RVOTES,ELECTED,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,total_writein,multitotal_votes,newtotvotes,Rindivto,newelected
200400001,200400001,1,1,ALAMEDA,2004,2004-03-02,0,ALAMEDA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1,Full,1,Haggerty,Scott P.,Member/Alameda County Board of Supervisors District 1,Y,1,1,48462,350,48462,48812,0.9928296320576907,1,1,,0,200400001,200400001,0,48462,350,48462,48812,1.0,1
200400002,200400002,1,1,ALAMEDA,2004,2004-03-02,0,ALAMEDA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,4,Full,1,Miley,Nate,Supervisor/District 4/Alameda County,Y,1,1,44416,598,44416,45014,0.9867152441462657,1,1,,0,200400002,200400002,0,44416,598,44416,45014,1.0,1
200400003,200400003,1,1,ALAMEDA,2004,2004-03-02,0,ALAMEDA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5,Full,1,Carson,Keith,Alameda County Board of Supervisors 5th Dist.,Y,1,1,62173,479,62173,62652,0.992354593628296,1,1,,0,200400003,200400003,0,62173,479,62173,62652,1.0,1
200400004,200400004,1,1,ALAMEDA,2004,2004-11-02,1,DUBLIN-SAN RAMON SD,"DIRECTOR, DUBLIN-SAN RAMON SD",4,CSD/CSA DIRECTOR,,Full,3,Halket,Rich,Manager/Software Corporation,N,2,5,3906,0,21877,21877,0.1785436760067651,3,1,,0,200400004,200400004,0,3906,0,21877,21877,3.0,1
200400005,200400004,1,1,ALAMEDA,2004,2004-11-02,1,DUBLIN-SAN RAMON SD,"DIRECTOR, DUBLIN-SAN RAMON SD",4,CSD/CSA DIRECTOR,,Full,3,Howard,Dwight L.,Engineer,N,2,5,5094,0,21877,21877,0.2328472825341683,2,1,,0,200400004,200400005,0,5094,0,21877,21877,2.0,1
200400006,200400004,1,1,ALAMEDA,2004,2004-11-02,1,DUBLIN-SAN RAMON SD,"DIRECTOR, DUBLIN-SAN RAMON SD",4,CSD/CSA DIRECTOR,,Full,3,Leopold,Georgean M.,Tax Accountant,N,2,5,3719,0,21877,21877,0.16999588609041458,4,2,,0,200400004,200400006,0,3719,0,21877,21877,4.0,2
200400007,200400004,1,1,ALAMEDA,2004,2004-11-02,1,DUBLIN-SAN RAMON SD,"DIRECTOR, DUBLIN-SAN RAMON SD",4,CSD/CSA DIRECTOR,,Full,3,Rogoff,Rosalind,Technical Writer,N,2,5,2991,0,21877,21877,0.13671892855510354,5,2,,0,200400004,200400007,0,2991,0,21877,21877,5.0,2
200400008,200400004,1,1,ALAMEDA,2004,2004-11-02,1,DUBLIN-SAN RAMON SD,"DIRECTOR, DUBLIN-SAN RAMON SD",4,CSD/CSA DIRECTOR,,Full,3,Scannell,Dan,Incumbent,Y,1,5,6167,0,21877,21877,0.2818942268135485,1,1,,0,200400004,200400008,0,6167,0,21877,21877,1.0,1
200400009,200400005,2,1,ALPINE,2004,2004-03-02,0,ALPINE,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,2,Full,1,Doyal,Lynn,Small Business Owner,N,2,2,59,0,120,120,0.49166666666666664,2,2,,0,200400005,200400009,0,59,0,120,120,2.0,2
200400010,200400005,2,1,ALPINE,2004,2004-03-02,0,ALPINE,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,2,Full,1,Veatch,Henry Skip,Retired Sheriff-Coroner,N,2,2,61,0,120,120,0.5083333333333333,1,1,,0,200400005,200400010,0,61,0,120,120,1.0,1
