RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,CSD,PLACE,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,Num_Inc,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,RVOTES,ELECTED,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,total_writein,multitotal_votes,newtotvotes,Rindivto,newelected
200300001,200300001,9,1,EL DORADO,2003,2003-07-29,0,EL DORADO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Amaro,Allen,Businessman/Energy Consultant,N,2,3,871,0,6438,6438,0.13529046287666976,3,2,,0,200300001,200300001,0,871,0,6438,6438,3,2
200300002,200300001,9,1,EL DORADO,2003,2003-07-29,0,EL DORADO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Lishman,Kathi,Teacher/City Councilmember,N,2,3,2169,0,6438,6438,0.33690587138863,2,2,,0,200300001,200300002,0,2169,0,6438,6438,2,2
200300003,200300001,9,1,EL DORADO,2003,2003-07-29,0,EL DORADO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Sweeney,Jack,Local Business Owner,N,2,3,3398,0,6438,6438,0.5278036657347002,1,1,,0,200300001,200300003,0,3398,0,6438,6438,1,1
200300004,200300002,9,1,EL DORADO,2003,2003-11-04,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,3,Bacchetti,Tom,Performing Arts Executive,N,2,4,19,0,127,127,0.14960629921259844,4,2,,0,200300002,200300004,0,19,0,127,127,4,2
200300005,200300002,9,1,EL DORADO,2003,2003-11-04,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,3,Calof,Larry,Attorney,N,2,4,37,0,127,127,0.29133858267716534,2,1,,0,200300002,200300005,0,37,0,127,127,2,1
200300006,200300002,9,1,EL DORADO,2003,2003-11-04,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,3,Malley,Stephen A.,Attorney,N,2,4,32,0,127,127,0.25196850393700787,3,1,,0,200300002,200300006,0,32,0,127,127,3,1
200300007,200300002,9,1,EL DORADO,2003,2003-11-04,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,3,Stauffer,Karl,Consultant,N,2,4,39,0,127,127,0.30708661417322836,1,1,,0,200300002,200300007,0,39,0,127,127,1,1
200300008,200300003,9,1,EL DORADO,2003,2003-11-04,1,GRIZZLY FLATS CSD,"DIRECTOR, GRIZZLY FLATS CSD",4,CSD/CSA DIRECTOR,,Short,1,Lacy,Barbara S.,Retired Banker,N,2,2,125,0,164,164,0.7621951219512195,1,1,,0,200300003,200300008,0,125,0,164,164,1,1
200300009,200300003,9,1,EL DORADO,2003,2003-11-04,1,GRIZZLY FLATS CSD,"DIRECTOR, GRIZZLY FLATS CSD",4,CSD/CSA DIRECTOR,,Short,1,Tyler,Walt,Appointed Incumbent,Y,1,2,39,0,164,164,0.23780487804878048,2,2,,0,200300003,200300009,0,39,0,164,164,2,2
200300010,200300004,10,1,FRESNO,2003,2003-11-04,1,EASTON CSD,"DIRECTOR, EASTON CSD",4,CSD/CSA DIRECTOR,,Full,2,Koop,Richard R.,Retired,Y,1,3,81,11,271,282,0.2872340425531915,3,2,,0,200300004,200300010,0,81,11,271,282,3,2
200300011,200300004,10,1,FRESNO,2003,2003-11-04,1,EASTON CSD,"DIRECTOR, EASTON CSD",4,CSD/CSA DIRECTOR,,Full,2,Koop,Rose R.,Retired,N,2,3,94,11,271,282,0.3333333333333333,2,1,,0,200300004,200300011,0,94,11,271,282,2,1
200300012,200300004,10,1,FRESNO,2003,2003-11-04,1,EASTON CSD,"DIRECTOR, EASTON CSD",4,CSD/CSA DIRECTOR,,Full,2,Ruiz,Sue,Teacher,N,2,3,96,11,271,282,0.3404255319148936,1,1,,0,200300004,200300012,0,96,11,271,282,1,1
200300013,200300005,12,1,HUMBOLDT,2003,2003-11-04,1,MANILA CSD,"DIRECTOR, MANILA CSD",4,CSD/CSA DIRECTOR,,Full,3,Dellas,Tim,Incumbent,Y,1,4,86,1,351,352,0.24431818181818182,3,1,,0,200300005,200300013,0,86,1,351,352,3,1
200300014,200300005,12,1,HUMBOLDT,2003,2003-11-04,1,MANILA CSD,"DIRECTOR, MANILA CSD",4,CSD/CSA DIRECTOR,,Full,3,Dengler,Dendra,Preschool Teacher,N,2,4,101,1,351,352,0.2869318181818182,1,1,,0,200300005,200300014,0,101,1,351,352,1,1
200300015,200300005,12,1,HUMBOLDT,2003,2003-11-04,1,MANILA CSD,"DIRECTOR, MANILA CSD",4,CSD/CSA DIRECTOR,,Full,3,Fennell,Michael W.,Incumbent,Y,1,4,74,1,351,352,0.21022727272727273,4,2,,0,200300005,200300015,0,74,1,351,352,4,2
200300016,200300005,12,1,HUMBOLDT,2003,2003-11-04,1,MANILA CSD,"DIRECTOR, MANILA CSD",4,CSD/CSA DIRECTOR,,Full,3,Glass,Violet,Landscaper,N,2,4,90,1,351,352,0.2556818181818182,2,1,,0,200300005,200300016,0,90,1,351,352,2,1
200300017,200300006,12,1,HUMBOLDT,2003,2003-11-04,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,2,Corbett,John W.,Appointed Incumbent,Y,1,4,1325,16,4251,4267,0.3105226154206703,2,1,,0,200300006,200300017,0,1325,16,4251,4267,2,1
200300018,200300006,12,1,HUMBOLDT,2003,2003-11-04,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,2,Johnson,Robert W.,Local Business Owner,N,2,4,893,16,4251,4267,0.20928052495898758,3,2,,0,200300006,200300018,0,893,16,4251,4267,3,2
200300019,200300006,12,1,HUMBOLDT,2003,2003-11-04,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,2,Mayo,Dennis R.,Rancher/Horse Breeder,N,2,4,633,16,4251,4267,0.14834778532927115,4,2,,0,200300006,200300019,0,633,16,4251,4267,4,2
200300020,200300006,12,1,HUMBOLDT,2003,2003-11-04,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,2,Trepanier,Paul,Incumbent,Y,1,4,1400,16,4251,4267,0.3280993672369346,1,1,,0,200300006,200300020,0,1400,16,4251,4267,1,1
200300021,200300007,12,1,HUMBOLDT,2003,2003-11-04,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Short,1,Dodd,Donald,Electronic Systems Analyst,N,2,3,605,6,2197,2203,0.2746255106672719,3,2,,0,200300007,200300021,0,605,6,2197,2203,3,2
200300022,200300007,12,1,HUMBOLDT,2003,2003-11-04,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Short,1,Fritz,James L.,Retired,N,2,3,642,6,2197,2203,0.2914207898320472,2,2,1.0,0,200300007,200300022,0,642,6,2197,2203,2,2
200300023,200300007,12,1,HUMBOLDT,2003,2003-11-04,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Short,1,Masters,Kevin,Utility Crew Leader,N,2,3,950,6,2197,2203,0.43123014071720384,1,1,1.0,0,200300007,200300023,0,950,6,2197,2203,1,1
200300024,200300008,12,1,HUMBOLDT,2003,2003-11-04,1,WILLOW CREEK CSD,"DIRECTOR, WILLOW CREEK CSD",4,CSD/CSA DIRECTOR,,Full,3,Duggan,E.B.,Incumbent,Y,1,5,179,4,896,900,0.1988888888888889,4,2,,0,200300008,200300024,0,179,4,896,900,4,2
200300025,200300008,12,1,HUMBOLDT,2003,2003-11-04,1,WILLOW CREEK CSD,"DIRECTOR, WILLOW CREEK CSD",4,CSD/CSA DIRECTOR,,Full,3,Gower,Judy,Bank Manager,N,2,5,231,4,896,900,0.25666666666666665,2,1,,0,200300008,200300025,0,231,4,896,900,2,1
