RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,CSD,PLACE,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,Num_Inc,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,RVOTES,ELECTED,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,total_writein,multitotal_votes,newtotvotes,Rindivto,newelected
199700001,199700001,18,1,LASSEN,1997,1997-11-25,0,LASSEN,COUNTY SUPERVISOR-R,1,COUNTY SUPERVISOR,1.0,Short,1,Bowman,Jimmie S.,Businesswoman,N,2,2,371,0,834,834,0.4448441247002398,2,2,,0,199700001,199700001,0,371,0,834,834,2.0,2
199700002,199700001,18,1,LASSEN,1997,1997-11-25,0,LASSEN,COUNTY SUPERVISOR-R,1,COUNTY SUPERVISOR,1.0,Short,1,Harvey,Joseph B.,Retired Judge,N,2,2,463,0,834,834,0.5551558752997602,1,1,,0,199700001,199700002,0,463,0,834,834,1.0,1
199700003,199700002,18,1,LASSEN,1997,1997-11-25,0,LASSEN,COUNTY SUPERVISOR-R,1,COUNTY SUPERVISOR,5.0,Short,1,Hanson,Jack,Rancher,N,2,3,240,0,823,823,0.2916160388821385,2,2,,0,199700002,199700003,0,240,0,823,823,2.0,2
199700004,199700002,18,1,LASSEN,1997,1997-11-25,0,LASSEN,COUNTY SUPERVISOR-R,1,COUNTY SUPERVISOR,5.0,Short,1,Insley,Gene,Retired Contractor,N,2,3,93,0,823,823,0.11300121506682867,3,2,,0,199700002,199700004,0,93,0,823,823,3.0,2
199700005,199700002,18,1,LASSEN,1997,1997-11-25,0,LASSEN,COUNTY SUPERVISOR-R,1,COUNTY SUPERVISOR,5.0,Short,1,McCain,Everd A.,Civil Engineer,N,2,3,490,0,823,823,0.5953827460510328,1,1,,0,199700002,199700005,0,490,0,823,823,1.0,1
199700006,199700003,38,1,SAN FRANCISCO,1997,1997-11-04,0,SAN FRANCISCO,CITY ATTORNEY,5,OTHER COUNTY OFFICE,,Full,1,Renne,Louise H.,City Attorney,Y,1,1,72489,0,72489,72489,1.0,1,1,,0,199700003,199700006,0,72489,0,72489,72489,1.0,1
199700007,199700004,38,1,SAN FRANCISCO,1997,1997-11-04,0,SAN FRANCISCO,CITY TREASURER,5,OTHER COUNTY OFFICE,,Full,1,Bermudez,Lucrecia,Immigrant Rights Organizer,N,2,3,8610,0,106097,106097,0.08115215321828138,3,2,,0,199700004,199700007,0,8610,0,106097,106097,3.0,2
199700008,199700004,38,1,SAN FRANCISCO,1997,1997-11-04,0,SAN FRANCISCO,CITY TREASURER,5,OTHER COUNTY OFFICE,,Full,1,Leal,Susan,Member/Board of Supervisors,Y,1,3,61412,0,106097,106097,0.578828807600592,1,1,,0,199700004,199700008,0,61412,0,106097,106097,1.0,1
199700009,199700004,38,1,SAN FRANCISCO,1997,1997-11-04,0,SAN FRANCISCO,CITY TREASURER,5,OTHER COUNTY OFFICE,,Full,1,Ventresca,Joel,Airport Financial Manager,N,2,3,36075,0,106097,106097,0.3400190391811267,2,2,,0,199700004,199700009,0,36075,0,106097,106097,2.0,2
199700010,199700005,41,1,SAN MATEO,1997,1997-04-08,0,SAN MATEO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3.0,Full,1,Bryant,Bob,Business Owner,N,2,7,1731,0,55015,55015,0.03146414614196128,4,2,,0,199700005,199700010,0,1731,0,55015,55015,4.0,2
199700011,199700005,41,1,SAN MATEO,1997,1997-04-08,0,SAN MATEO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3.0,Full,1,Buetens,Stanley,Educator/Community Leader,N,2,7,971,0,55015,55015,0.01764973189130237,7,2,,0,199700005,199700011,0,971,0,55015,55015,7.0,2
199700012,199700005,41,1,SAN MATEO,1997,1997-04-08,0,SAN MATEO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3.0,Full,1,de Ville,Denise,Businesswoman/Mother,N,2,7,10365,0,55015,55015,0.18840316277378896,3,2,,0,199700005,199700012,0,10365,0,55015,55015,3.0,2
199700013,199700005,41,1,SAN MATEO,1997,1997-04-08,0,SAN MATEO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3.0,Full,1,Gordon,Richard S.,Mbr./San Mateo Co. Board of Ed.,N,2,7,22658,0,55015,55015,0.41185131327819685,1,1,1.0,0,199700005,199700013,0,22658,0,55015,55015,1.0,1
199700014,199700005,41,1,SAN MATEO,1997,1997-04-08,0,SAN MATEO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3.0,Full,1,Gore,Joe,Mbr./Midcoast Community Council,N,2,7,972,0,55015,55015,0.0176679087521585,6,2,,0,199700005,199700014,0,972,0,55015,55015,6.0,2
199700015,199700005,41,1,SAN MATEO,1997,1997-04-08,0,SAN MATEO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3.0,Full,1,Loomis,Joe,Director/Point Montara Fire Dist.,N,2,7,976,0,55015,55015,0.017740616195583023,5,2,,0,199700005,199700015,0,976,0,55015,55015,5.0,2
199700016,199700005,41,1,SAN MATEO,1997,1997-04-08,0,SAN MATEO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3.0,Full,1,Tucker,Jim,Businessman,N,2,7,17342,0,55015,55015,0.315223120967009,2,2,,0,199700005,199700016,0,17342,0,55015,55015,2.0,2
199700017,199700006,43,1,SANTA CLARA,1997,1997-02-04,0,SANTA CLARA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1.0,Full,1,Blanton,Steve,City Councilmember,N,2,7,1908,0,20317,20317,0.09391150268248265,6,2,,0,199700006,199700017,0,1908,0,20317,20317,6.0,2
199700018,199700006,43,1,SANTA CLARA,1997,1997-02-04,0,SANTA CLARA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1.0,Full,1,Dao,Linh,Computer Software Engineer,N,2,7,628,0,20317,20317,0.03091007530639366,7,2,,0,199700006,199700018,0,628,0,20317,20317,7.0,2
199700019,199700006,43,1,SANTA CLARA,1997,1997-02-04,0,SANTA CLARA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1.0,Full,1,Gage,Don,Businessman/Mayor,N,2,7,5782,0,20317,20317,0.28458926022542697,1,3,1.0,1,199700006,199700019,0,5782,0,20317,20317,1.0,3
199700020,199700006,43,1,SANTA CLARA,1997,1997-02-04,0,SANTA CLARA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1.0,Full,1,Honda,Keith,Staff Chief/Attorney,Y,1,7,3191,0,20317,20317,0.15706058965398434,3,2,,0,199700006,199700020,0,3191,0,20317,20317,3.0,2
199700021,199700006,43,1,SANTA CLARA,1997,1997-02-04,0,SANTA CLARA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1.0,Full,1,Kamei,Rosemary,Dir./Santa Clara Valley Water Dist.,N,2,7,3641,0,20317,20317,0.17920952896589062,2,3,,1,199700006,199700021,0,3641,0,20317,20317,2.0,3
199700022,199700006,43,1,SANTA CLARA,1997,1997-02-04,0,SANTA CLARA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1.0,Full,1,Kruse,Tom,Winery Owner/Wine Grower,N,2,7,2022,0,20317,20317,0.09952256730816557,5,2,,0,199700006,199700022,0,2022,0,20317,20317,5.0,2
199700023,199700006,43,1,SANTA CLARA,1997,1997-02-04,0,SANTA CLARA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1.0,Full,1,Redding,John,Businessman/Youth Instructor,N,2,7,3145,0,20317,20317,0.15479647585765616,4,2,,0,199700006,199700023,0,3145,0,20317,20317,4.0,2
199700024,199700007,43,1,SANTA CLARA,1997,1997-03-18,0,SANTA CLARA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1.0,Full,1,Gage,Don,Businessman/Mayor,N,2,2,14470,0,26227,26227,0.5517215083692378,1,1,,0,199700007,199700024,0,14470,0,26227,26227,1.0,1
199700025,199700007,43,1,SANTA CLARA,1997,1997-03-18,0,SANTA CLARA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1.0,Full,1,Kamei,Rosemary,Dir./Santa Clara Valley Water Dist.,N,2,2,11757,0,26227,26227,0.44827849163076217,2,2,,0,199700007,199700025,0,11757,0,26227,26227,2.0,2
199700026,199700008,1,2,ALAMEDA,1997,1997-11-04,0,EMERYVILLE,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Braun,Joan Catherine,Finance/Administration Director,N,2,6,439,0,2048,2048,0.21435546875,3,2,,0,199700008,199700026,0,439,0,2048,2048,3.0,2
199700027,199700008,1,2,ALAMEDA,1997,1997-11-04,0,EMERYVILLE,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Caffey,Gary L.,Emeryville City Councilmember,Y,1,6,474,0,2048,2048,0.2314453125,2,1,,0,199700008,199700027,0,474,0,2048,2048,2.0,1
199700028,199700008,1,2,ALAMEDA,1997,1997-11-04,0,EMERYVILLE,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Derr,Trigvie,Artist,N,2,6,116,0,2048,2048,0.056640625,6,2,,0,199700008,199700028,0,116,0,2048,2048,6.0,2
199700029,199700008,1,2,ALAMEDA,1997,1997-11-04,0,EMERYVILLE,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Donahue,Brian,Carpenter/Builder,N,2,6,209,0,2048,2048,0.10205078125,5,2,,0,199700008,199700029,0,209,0,2048,2048,5.0,2
199700030,199700008,1,2,ALAMEDA,1997,1997-11-04,0,EMERYVILLE,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Hoff,Arthur,Investment Consultant,N,2,6,228,0,2048,2048,0.111328125,4,2,,0,199700008,199700030,0,228,0,2048,2048,4.0,2
199700031,199700008,1,2,ALAMEDA,1997,1997-11-04,0,EMERYVILLE,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Kassis,Dick,City Councilmember/Attorney,Y,1,6,582,0,2048,2048,0.2841796875,1,1,,0,199700008,199700031,0,582,0,2048,2048,1.0,1
