RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,CSD,PLACE,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,Num_Inc,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,RVOTES,ELECTED,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,total_writein,multitotal_votes,newtotvotes,Rindivto,newelected
199800001,199800001,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,ASSESSOR,5,OTHER COUNTY OFFICE,,Full,1,Scott,John N.,County Assessor,Y,1,1,167468,0,167468,167468,1.0,1,1,,0,199800001,199800001,0,167468,0,167468,167468,1,1
199800002,199800002,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,AUDITOR-CONTROLLER-CLERK-RECOR,5,OTHER COUNTY OFFICE,,Full,1,O'Connell,Patrick,Incumbent,Y,1,1,162807,0,162807,162807,1.0,1,1,,0,199800002,199800002,0,162807,0,162807,162807,1,1
199800003,199800003,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,SHERIFF-CORONER,5,OTHER COUNTY OFFICE,,Full,1,Plummer,Charles C.,Sheriff/Coroner,Y,1,1,165115,0,165115,165115,1.0,1,1,,0,199800003,199800003,0,165115,0,165115,165115,1,1
199800004,199800004,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,2,Full,1,Green,Mark,Mayor/Business owner,N,2,2,17337,0,37769,37769,0.4590272445656491,2,2,,0,199800004,199800004,0,17337,0,37769,37769,2,2
199800005,199800004,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,2,Full,1,Steele,Gail,County Supervisor District 2,Y,1,2,20432,0,37769,37769,0.540972755434351,1,1,,0,199800004,199800005,0,20432,0,37769,37769,1,1
199800006,199800005,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Chan,Wilma,Alameda County Supervisor,Y,1,1,31650,0,31650,31650,1.0,1,1,,0,199800005,199800006,0,31650,0,31650,31650,1,1
199800007,199800006,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,DISTRICT ATTORNEY,5,OTHER COUNTY OFFICE,,Full,1,Orloff,Thomas J.,Alameda County District Attorney,Y,1,1,160521,0,160521,160521,1.0,1,1,,0,199800006,199800007,0,160521,0,160521,160521,1,1
199800008,199800007,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,SUPERINTENDENT OF SCHOOLS,5,OTHER COUNTY OFFICE,,Full,1,Hightower,Cheryl,Appointed County Superintendent,N,2,3,87313,0,211498,211498,0.4128313270101845,2,3,,1,199800007,199800008,0,87313,0,211498,211498,2,3
199800009,199800007,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,SUPERINTENDENT OF SCHOOLS,5,OTHER COUNTY OFFICE,,Full,1,Jordan,Sheila,Teacher/Administrator,N,2,3,91167,0,211498,211498,0.4310537215481943,1,3,1.0,1,199800007,199800009,0,91167,0,211498,211498,1,3
199800010,199800007,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,SUPERINTENDENT OF SCHOOLS,5,OTHER COUNTY OFFICE,,Full,1,Ridgeway,Robert Roy,Professional Educator,N,2,3,33018,0,211498,211498,0.15611495144162119,3,2,,0,199800007,199800010,0,33018,0,211498,211498,3,2
199800011,199800008,1,1,ALAMEDA,1998,1998-06-02,0,ALAMEDA,TREASURER-TAX COLLECTOR,5,OTHER COUNTY OFFICE,,Full,1,White,Donald R.,Treasurer/Tax Collector,Y,1,1,172902,0,172902,172902,1.0,1,1,,0,199800008,199800011,0,172902,0,172902,172902,1,1
199800012,199800009,1,1,ALAMEDA,1998,1998-11-03,0,ALAMEDA,SUPERINTENDENT OF SCHOOLS,5,OTHER COUNTY OFFICE,,Full,1,Hightower,Cheryl,Appointed County Superintendent,Y,1,2,150902,0,309432,309432,0.4876741901290106,2,2,,0,199800009,199800012,0,150902,0,309432,309432,2,2
199800013,199800009,1,1,ALAMEDA,1998,1998-11-03,0,ALAMEDA,SUPERINTENDENT OF SCHOOLS,5,OTHER COUNTY OFFICE,,Full,1,Jordan,Sheila,Educator,N,2,2,158530,0,309432,309432,0.5123258098709894,1,1,,0,199800009,199800013,0,158530,0,309432,309432,1,1
