RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,CSD,PLACE,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,Num_Inc,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,RVOTES,ELECTED,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,total_writein,multitotal_votes,newtotvotes,Rindivto,newelected
200100001,200100001,7,1,CONTRA COSTA,2001,2001-11-06,1,DISCOVERY BAY CSD,"DIRECTOR, DISCOVERY BAY CSD",4,CSD/CSA DIRECTOR,,Full,3,Greggans,Michael,Actor/Teacher,N,2,4,252,0,2056,2056,0.122568093385214,4,2,,0,200100001,200100001,0,252,0,2056,2056,4,2
200100002,200100001,7,1,CONTRA COSTA,2001,2001-11-06,1,DISCOVERY BAY CSD,"DIRECTOR, DISCOVERY BAY CSD",4,CSD/CSA DIRECTOR,,Full,3,Murray,Maureen,No ballot designation,N,2,4,553,0,2056,2056,0.2689688715953307,3,1,,0,200100001,200100002,0,553,0,2056,2056,3,1
200100003,200100001,7,1,CONTRA COSTA,2001,2001-11-06,1,DISCOVERY BAY CSD,"DIRECTOR, DISCOVERY BAY CSD",4,CSD/CSA DIRECTOR,,Full,3,Piepho,David A.,Incumbent,Y,1,4,668,0,2056,2056,0.32490272373540857,1,1,,0,200100001,200100003,0,668,0,2056,2056,1,1
200100004,200100001,7,1,CONTRA COSTA,2001,2001-11-06,1,DISCOVERY BAY CSD,"DIRECTOR, DISCOVERY BAY CSD",4,CSD/CSA DIRECTOR,,Full,3,Tetreault,Ray,Computer Consultant,N,2,4,583,0,2056,2056,0.2835603112840467,2,1,,0,200100001,200100004,0,583,0,2056,2056,2,1
200100005,200100002,9,1,EL DORADO,2001,2001-11-06,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Darrow,Arthur,Geologist,N,2,3,56,0,130,130,0.4307692307692308,1,1,,0,200100002,200100005,0,56,0,130,130,1,1
200100006,200100002,9,1,EL DORADO,2001,2001-11-06,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Greco,John T.,Business Owner,N,2,3,36,0,130,130,0.27692307692307694,3,2,,0,200100002,200100006,0,36,0,130,130,3,2
200100007,200100002,9,1,EL DORADO,2001,2001-11-06,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Ramsey,Linda L.,Writer/Medical Administrator,N,2,3,38,0,130,130,0.2923076923076923,2,1,,0,200100002,200100007,0,38,0,130,130,2,1
200100008,200100003,9,1,EL DORADO,2001,2001-11-06,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Short,1,Brett,Hudson Bradford,Investor,N,2,3,14,0,78,78,0.1794871794871795,3,2,,0,200100003,200100008,0,14,0,78,78,3,2
200100009,200100003,9,1,EL DORADO,2001,2001-11-06,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Short,1,McDowell,David,Carpenter,N,2,3,46,0,78,78,0.5897435897435898,1,1,,0,200100003,200100009,0,46,0,78,78,1,1
200100010,200100003,9,1,EL DORADO,2001,2001-11-06,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Short,1,Seder,Diana Dobbins,College Admissions Officer,N,2,3,18,0,78,78,0.23076923076923078,2,2,,0,200100003,200100010,0,18,0,78,78,2,2
