RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,CSD,PLACE,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,Num_Inc,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,RVOTES,ELECTED,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,total_writein,multitotal_votes,newtotvotes,Rindivto,newelected
200900001,200900001,5,1,CALAVERAS,2009,2009-08-25,1,MIDDLE RIVER CSD,"DIRECTOR, MIDDLE RIVER CSD",4,CSD/CSA DIRECTOR,,Short,2,Gyorkos,Charmaine,Retired,N,2,3,22,2,54,56,0.39285714285714285,1,1,,0,200900001,200900001,0,22,2,54,56,1,1
200900002,200900001,5,1,CALAVERAS,2009,2009-08-25,1,MIDDLE RIVER CSD,"DIRECTOR, MIDDLE RIVER CSD",4,CSD/CSA DIRECTOR,,Short,2,Young,Carlos Cleo,Retired,N,2,3,11,2,54,56,0.19642857142857142,3,2,,0,200900001,200900002,0,11,2,54,56,3,2
200900003,200900001,5,1,CALAVERAS,2009,2009-08-25,1,MIDDLE RIVER CSD,"DIRECTOR, MIDDLE RIVER CSD",4,CSD/CSA DIRECTOR,,Short,2,Zehms-Young,Dawn Renee,Incumbent,Y,1,3,21,2,54,56,0.375,2,1,,0,200900001,200900003,0,21,2,54,56,2,1
200900004,200900002,5,1,CALAVERAS,2009,2009-08-25,1,SADDLE CREEK CSD,"DIRECTOR, SADDLE CREEK CSD",4,CSD/CSA DIRECTOR,,Full,3,DeBaldo,Darlene,Regional Sales Manger,N,2,5,89,2,372,374,0.23796791443850268,2,1,,0,200900002,200900004,0,89,2,372,374,2,1
200900005,200900002,5,1,CALAVERAS,2009,2009-08-25,1,SADDLE CREEK CSD,"DIRECTOR, SADDLE CREEK CSD",4,CSD/CSA DIRECTOR,,Full,3,Gress,Eva,Retired,N,2,5,59,2,372,374,0.15775401069518716,4,2,,0,200900002,200900005,0,59,2,372,374,4,2
200900006,200900002,5,1,CALAVERAS,2009,2009-08-25,1,SADDLE CREEK CSD,"DIRECTOR, SADDLE CREEK CSD",4,CSD/CSA DIRECTOR,,Full,3,Mardsen,Stephen,Incumbent,Y,1,5,73,2,372,374,0.19518716577540107,3,1,,0,200900002,200900006,0,73,2,372,374,3,1
200900007,200900002,5,1,CALAVERAS,2009,2009-08-25,1,SADDLE CREEK CSD,"DIRECTOR, SADDLE CREEK CSD",4,CSD/CSA DIRECTOR,,Full,3,Richards,Phyllis,Board Treasurer/Clerk,N,2,5,42,2,372,374,0.11229946524064172,5,2,,0,200900002,200900007,0,42,2,372,374,5,2
200900008,200900002,5,1,CALAVERAS,2009,2009-08-25,1,SADDLE CREEK CSD,"DIRECTOR, SADDLE CREEK CSD",4,CSD/CSA DIRECTOR,,Full,3,Russ,Sue,Incumbent,Y,1,5,109,2,372,374,0.2914438502673797,1,1,,0,200900002,200900008,0,109,2,372,374,1,1
200900009,200900003,5,1,CALAVERAS,2009,2009-08-25,1,WALLACE CSD,"DIRECTOR, WALLACE CSD",4,CSD/CSA DIRECTOR,,Full,3,Bailey,Patsy L.,Retired,N,2,5,59,3,257,260,0.22692307692307692,2,1,,0,200900003,200900009,0,59,3,257,260,2,1
200900010,200900003,5,1,CALAVERAS,2009,2009-08-25,1,WALLACE CSD,"DIRECTOR, WALLACE CSD",4,CSD/CSA DIRECTOR,,Full,3,Cantoni,Charles,Incumbent,Y,1,5,31,3,257,260,0.11923076923076924,5,2,,0,200900003,200900010,0,31,3,257,260,5,2
