RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,CSD,PLACE,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,Num_Inc,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,RVOTES,ELECTED,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,total_writein,multitotal_votes,newtotvotes,Rindivto,newelected
200500001,200500001,7,1,CONTRA COSTA,2005,2005-02-15,1,KNIGHTSEN TOWN CSD-P,"DIRECTOR, KNIGHTSEN TOWN CSD-P",4,CSD/CSA DIRECTOR,,Full,5,Freeman,Niles Owen,Self Employed,N,2,5,265,0,1407,1407,0.18834399431414356,5,1,,0,200500001,200500001,0,265,0,1407,1407,5,1
200500002,200500001,7,1,CONTRA COSTA,2005,2005-02-15,1,KNIGHTSEN TOWN CSD-P,"DIRECTOR, KNIGHTSEN TOWN CSD-P",4,CSD/CSA DIRECTOR,,Full,5,Hines,Jerry G.,Semi-retired Construction Worker,N,2,5,287,0,1407,1407,0.20398009950248755,2,1,,0,200500001,200500002,0,287,0,1407,1407,2,1
200500003,200500001,7,1,CONTRA COSTA,2005,2005-02-15,1,KNIGHTSEN TOWN CSD-P,"DIRECTOR, KNIGHTSEN TOWN CSD-P",4,CSD/CSA DIRECTOR,,Full,5,"Simas, Jr.",Alvin J.,Local Business Owner,N,2,5,284,0,1407,1407,0.20184790334044064,3,1,,0,200500001,200500003,0,284,0,1407,1407,3,1
200500004,200500001,7,1,CONTRA COSTA,2005,2005-02-15,1,KNIGHTSEN TOWN CSD-P,"DIRECTOR, KNIGHTSEN TOWN CSD-P",4,CSD/CSA DIRECTOR,,Full,5,Stacy,Ron,Retired,N,2,5,294,0,1407,1407,0.208955223880597,1,1,,0,200500001,200500004,0,294,0,1407,1407,1,1
200500005,200500001,7,1,CONTRA COSTA,2005,2005-02-15,1,KNIGHTSEN TOWN CSD-P,"DIRECTOR, KNIGHTSEN TOWN CSD-P",4,CSD/CSA DIRECTOR,,Full,5,Weekes,Linda,Local Business Owner,N,2,5,277,0,1407,1407,0.1968727789623312,4,1,,0,200500001,200500005,0,277,0,1407,1407,4,1
200500006,200500002,9,1,EL DORADO,2005,2005-11-08,0,EL DORADO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5.0,Full,1,Crabb,Dennis,City Attorney,N,2,4,1921,0,6323,6323,0.3038114818915072,2,2,1.0,0,200500002,200500006,0,1921,0,6323,6323,2,2
200500007,200500002,9,1,EL DORADO,2005,2005-11-08,0,EL DORADO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5.0,Full,1,Pierini,Lou J.,Business Owner,N,2,4,1813,0,6323,6323,0.2867309821287364,3,2,,0,200500002,200500007,0,1813,0,6323,6323,3,2
200500008,200500002,9,1,EL DORADO,2005,2005-11-08,0,EL DORADO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5.0,Full,1,Reinhard,Stephen C.,Business Owner,N,2,4,451,0,6323,6323,0.07132690178712636,4,2,,0,200500002,200500008,0,451,0,6323,6323,4,2
200500009,200500002,9,1,EL DORADO,2005,2005-11-08,0,EL DORADO,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5.0,Full,1,Santiago,Norma,Healthcare Administrator,N,2,4,2138,0,6323,6323,0.33813063419263006,1,1,1.0,0,200500002,200500009,0,2138,0,6323,6323,1,1
200500010,200500003,9,1,EL DORADO,2005,2005-11-08,1,COSUMNES RIVER CSD,"DIRECTOR, COSUMNES RIVER CSD",4,CSD/CSA DIRECTOR,,Full,3,Howe,Ripley,Journalist,N,2,4,50,0,252,252,0.1984126984126984,3,1,,0,200500003,200500010,0,50,0,252,252,3,1
200500011,200500003,9,1,EL DORADO,2005,2005-11-08,1,COSUMNES RIVER CSD,"DIRECTOR, COSUMNES RIVER CSD",4,CSD/CSA DIRECTOR,,Full,3,Johansing,David,Attorney,N,2,4,69,0,252,252,0.27380952380952384,2,1,,0,200500003,200500011,0,69,0,252,252,2,1
200500012,200500003,9,1,EL DORADO,2005,2005-11-08,1,COSUMNES RIVER CSD,"DIRECTOR, COSUMNES RIVER CSD",4,CSD/CSA DIRECTOR,,Full,3,Juliff,Michael F.,Engineer,N,2,4,47,0,252,252,0.1865079365079365,4,2,,0,200500003,200500012,0,47,0,252,252,4,2
200500013,200500003,9,1,EL DORADO,2005,2005-11-08,1,COSUMNES RIVER CSD,"DIRECTOR, COSUMNES RIVER CSD",4,CSD/CSA DIRECTOR,,Full,3,Montez,Dominic,Incumbent,Y,1,4,86,0,252,252,0.3412698412698413,1,1,,0,200500003,200500013,0,86,0,252,252,1,1
200500014,200500004,9,1,EL DORADO,2005,2005-11-08,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Bates,Lesley A.,Caretaker/Carpenter,N,2,5,67,0,219,219,0.3059360730593607,2,1,,0,200500004,200500014,0,67,0,219,219,2,1
200500015,200500004,9,1,EL DORADO,2005,2005-11-08,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Kraft,Mike,Senior Project Manager,N,2,5,68,0,219,219,0.3105022831050228,1,1,,0,200500004,200500015,0,68,0,219,219,1,1
200500016,200500004,9,1,EL DORADO,2005,2005-11-08,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Neidig,Stephanie,College Student,N,2,5,11,0,219,219,0.0502283105022831,5,2,,0,200500004,200500016,0,11,0,219,219,5,2
200500017,200500004,9,1,EL DORADO,2005,2005-11-08,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Ramsey,Linda L.,Incumbent,Y,1,5,36,0,219,219,0.1643835616438356,4,2,,0,200500004,200500017,0,36,0,219,219,4,2
200500018,200500004,9,1,EL DORADO,2005,2005-11-08,1,FALLEN LEAF LAKE CSD,"DIRECTOR, FALLEN LEAF LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Stephens,Sara Callander,Homemaker,N,2,5,37,0,219,219,0.1689497716894977,3,2,,0,200500004,200500018,0,37,0,219,219,3,2
200500019,200500005,9,1,EL DORADO,2005,2005-11-08,1,GRIZZLY FLATS CSD,"DIRECTOR, GRIZZLY FLATS CSD",4,CSD/CSA DIRECTOR,,Full,3,Cherry,Donald,Retired Mechanics/Bartender,N,2,4,116,0,751,751,0.15446071904127828,4,2,,0,200500005,200500019,0,116,0,751,751,4,2
200500020,200500005,9,1,EL DORADO,2005,2005-11-08,1,GRIZZLY FLATS CSD,"DIRECTOR, GRIZZLY FLATS CSD",4,CSD/CSA DIRECTOR,,Full,3,Dawdy,Richard,Appointed Incumbent,Y,1,4,217,0,751,751,0.28894806924101196,2,1,,0,200500005,200500020,0,217,0,751,751,2,1
200500021,200500005,9,1,EL DORADO,2005,2005-11-08,1,GRIZZLY FLATS CSD,"DIRECTOR, GRIZZLY FLATS CSD",4,CSD/CSA DIRECTOR,,Full,3,Englefield,Richard L.,Retired Facility manager,N,2,4,229,0,751,751,0.30492676431424764,1,1,,0,200500005,200500021,0,229,0,751,751,1,1
200500022,200500005,9,1,EL DORADO,2005,2005-11-08,1,GRIZZLY FLATS CSD,"DIRECTOR, GRIZZLY FLATS CSD",4,CSD/CSA DIRECTOR,,Full,3,Strauss,Fred A.,Incumbent,Y,1,4,189,0,751,751,0.25166444740346205,3,1,,0,200500005,200500022,0,189,0,751,751,3,1
200500023,200500006,10,1,FRESNO,2005,2005-11-08,1,EASTON CSD,"DIRECTOR, EASTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Archuleta,Lucky J.,Appointed Incumbent,Y,1,5,132,3,730,733,0.1800818553888131,4,2,,0,200500006,200500023,0,132,3,730,733,4,2
200500024,200500006,10,1,FRESNO,2005,2005-11-08,1,EASTON CSD,"DIRECTOR, EASTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Gardner,Josh,Optometrist,N,2,5,187,3,730,733,0.2551159618008186,1,1,,0,200500006,200500024,0,187,3,730,733,1,1
200500025,200500006,10,1,FRESNO,2005,2005-11-08,1,EASTON CSD,"DIRECTOR, EASTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Koop,Richard R.,Retired/Engineer,N,2,5,111,3,730,733,0.15143246930422918,5,2,,0,200500006,200500025,0,111,3,730,733,5,2
200500026,200500006,10,1,FRESNO,2005,2005-11-08,1,EASTON CSD,"DIRECTOR, EASTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Nielsen,Scott,Teacher,N,2,5,160,3,730,733,0.21828103683492497,2,1,,0,200500006,200500026,0,160,3,730,733,2,1
200500027,200500006,10,1,FRESNO,2005,2005-11-08,1,EASTON CSD,"DIRECTOR, EASTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Ramirez,Orlando B.,Associate Planner,N,2,5,140,3,730,733,0.19099590723055934,3,1,,0,200500006,200500027,0,140,3,730,733,3,1
200500028,200500007,12,1,HUMBOLDT,2005,2005-11-08,1,HUMBOLDT CSD,"DIRECTOR, HUMBOLDT CSD",4,CSD/CSA DIRECTOR,,Full,2,Bongio,Alan,Incumbent,Y,1,3,4061,29,8440,8469,0.47951351989609164,1,1,,0,200500007,200500028,0,4061,29,8440,8469,1,1
200500029,200500007,12,1,HUMBOLDT,2005,2005-11-08,1,HUMBOLDT CSD,"DIRECTOR, HUMBOLDT CSD",4,CSD/CSA DIRECTOR,,Full,2,Day,Charles I.,Incumbent/Developer/Landlord,Y,1,3,1137,29,8440,8469,0.1342543393552958,3,2,,0,200500007,200500029,0,1137,29,8440,8469,3,2
200500030,200500007,12,1,HUMBOLDT,2005,2005-11-08,1,HUMBOLDT CSD,"DIRECTOR, HUMBOLDT CSD",4,CSD/CSA DIRECTOR,,Full,2,Frost,Verne,Incumbent,Y,1,3,3242,29,8440,8469,0.38280788759003426,2,1,,0,200500007,200500030,0,3242,29,8440,8469,2,1
200500031,200500008,12,1,HUMBOLDT,2005,2005-11-08,1,MANILA CSD,"DIRECTOR, MANILA CSD",4,CSD/CSA DIRECTOR,,Full,2,McDaniels,Charles,Appointed Incumbent,Y,1,4,120,3,403,406,0.2955665024630542,2,1,,0,200500008,200500031,0,120,3,403,406,2,1
200500032,200500008,12,1,HUMBOLDT,2005,2005-11-08,1,MANILA CSD,"DIRECTOR, MANILA CSD",4,CSD/CSA DIRECTOR,,Full,2,Petti,Tara,Natural Resource Planner,N,2,4,132,3,403,406,0.3251231527093596,1,1,,0,200500008,200500032,0,132,3,403,406,1,1
200500033,200500008,12,1,HUMBOLDT,2005,2005-11-08,1,MANILA CSD,"DIRECTOR, MANILA CSD",4,CSD/CSA DIRECTOR,,Full,2,Weaver,Wilathi,Distribution Manager,N,2,4,83,3,403,406,0.2044334975369458,3,2,,0,200500008,200500033,0,83,3,403,406,3,2
200500034,200500008,12,1,HUMBOLDT,2005,2005-11-08,1,MANILA CSD,"DIRECTOR, MANILA CSD",4,CSD/CSA DIRECTOR,,Full,2,Wilder,Olivia Snow,Fiscal Assistant,N,2,4,68,3,403,406,0.16748768472906403,4,2,,0,200500008,200500034,0,68,3,403,406,4,2
200500035,200500009,12,1,HUMBOLDT,2005,2005-11-08,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,3,Christopher,Jaime,Retail Sales,N,2,7,417,16,10519,10535,0.03958234456573327,7,2,,0,200500009,200500035,0,417,16,10519,10535,7,2
200500036,200500009,12,1,HUMBOLDT,2005,2005-11-08,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,3,Dunk,Jeff,University Lecturer/Ecologist,N,2,7,2277,16,10519,10535,0.21613668723303275,1,1,,0,200500009,200500036,0,2277,16,10519,10535,1,1
200500037,200500009,12,1,HUMBOLDT,2005,2005-11-08,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,3,Fritz,Jim,Retired,N,2,7,1130,16,10519,10535,0.10726150925486473,5,2,,0,200500009,200500037,0,1130,16,10519,10535,5,2
200500038,200500009,12,1,HUMBOLDT,2005,2005-11-08,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,3,Mayo,Dennis,Livestock/Farm Production,N,2,7,1842,16,10519,10535,0.17484575225439014,4,2,,0,200500009,200500038,0,1842,16,10519,10535,4,2
200500039,200500009,12,1,HUMBOLDT,2005,2005-11-08,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,3,Reid,Javan,Minister of Good Grace Sheppard Lutheran Presbyterian Church,N,2,7,1869,16,10519,10535,0.17740863787375416,3,1,,0,200500009,200500039,0,1869,16,10519,10535,3,1
200500040,200500009,12,1,HUMBOLDT,2005,2005-11-08,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,3,Scherer,Jim,Plumbing Contractor,N,2,7,880,16,10519,10535,0.083531086853346,6,2,,0,200500009,200500040,0,880,16,10519,10535,6,2
200500041,200500009,12,1,HUMBOLDT,2005,2005-11-08,1,MCKINLEYVILLE CSD,"DIRECTOR, MCKINLEYVILLE CSD",4,CSD/CSA DIRECTOR,,Full,3,Wennerholm,Bill,Incumbent/Chiropractor,Y,1,7,2104,16,10519,10535,0.19971523493118176,2,1,,0,200500009,200500041,0,2104,16,10519,10535,2,1
200500042,200500010,12,1,HUMBOLDT,2005,2005-11-08,1,RUTH LAKE CSD,"DIRECTOR, RUTH LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Branham,Kathleen J.,Business Owner,N,2,4,11,0,49,49,0.22448979591836735,3,2,,0,200500010,200500042,1,158,22,784,806,4,2
200500043,200500010,12,1,HUMBOLDT,2005,2005-11-08,1,RUTH LAKE CSD,"DIRECTOR, RUTH LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Canale,Steve,Incumbent,Y,1,4,11,0,49,49,0.22448979591836735,3,2,,0,200500010,200500043,1,211,22,784,806,2,1
200500044,200500010,12,1,HUMBOLDT,2005,2005-11-08,1,RUTH LAKE CSD,"DIRECTOR, RUTH LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Fleming,Lorin Wayne,Incumbent,Y,1,4,14,0,49,49,0.2857142857142857,1,1,,0,200500010,200500044,1,196,22,784,806,3,2
200500045,200500010,12,1,HUMBOLDT,2005,2005-11-08,1,RUTH LAKE CSD,"DIRECTOR, RUTH LAKE CSD",4,CSD/CSA DIRECTOR,,Full,2,Frasier,Russ,Incumbent,Y,1,4,13,0,49,49,0.2653061224489796,2,1,,0,200500010,200500045,1,219,22,784,806,1,1
200500046,200500011,12,1,HUMBOLDT,2005,2005-11-08,1,RUTH LAKE CSD,"DIRECTOR, RUTH LAKE CSD",4,CSD/CSA DIRECTOR,,Short,1,Davis,John R.,No ballot designation,N,2,2,8,0,21,21,0.38095238095238093,2,2,,0,200500033,200500142,1,102,10,290,300,2,2
200500047,200500011,12,1,HUMBOLDT,2005,2005-11-08,1,RUTH LAKE CSD,"DIRECTOR, RUTH LAKE CSD",4,CSD/CSA DIRECTOR,,Short,1,Jeans,Rick,Incumbent,Y,1,2,13,0,21,21,0.6190476190476191,1,1,,0,200500033,200500143,1,188,10,290,300,1,1
200500048,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Barrett,James G.,Journeyman Electrician,N,2,11,107,0,856,856,0.125,2,1,,0,200500011,200500046,0,107,0,856,856,2,1
200500049,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Bigelow,Judson Allen,Businessman,N,2,11,82,0,856,856,0.09579439252336448,5,2,,0,200500011,200500047,0,82,0,856,856,5,2
200500050,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Erskine,"E. David ""Dave""",Retired,N,2,11,81,0,856,856,0.09462616822429906,6,2,,0,200500011,200500048,0,81,0,856,856,6,2
200500051,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Frayre,Paula T.,Businesswoman,N,2,11,44,0,856,856,0.0514018691588785,9,2,,0,200500011,200500049,0,44,0,856,856,9,2
200500052,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Kach,Mary,Community Volunteer,N,2,11,36,0,856,856,0.04205607476635514,11,2,,0,200500011,200500050,0,36,0,856,856,11,2
200500053,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Kariotis,John,Building Inspector,N,2,11,61,0,856,856,0.07126168224299065,7,2,,0,200500011,200500051,0,61,0,856,856,7,2
200500054,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Kent,Frank A.,Incumbent,Y,1,11,99,0,856,856,0.11565420560747663,4,2,,0,200500011,200500052,0,99,0,856,856,4,2
200500055,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Nuyen,Sherrie,Firefighter/EMS Minister,N,2,11,51,0,856,856,0.05957943925233645,8,2,,0,200500011,200500053,0,51,0,856,856,8,2
200500056,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Olivarez,Lorenzo,Business Owner,N,2,11,41,0,856,856,0.04789719626168224,10,2,,0,200500011,200500054,0,41,0,856,856,10,2
200500057,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,"Rouhe, MD",Stanley,Physician,N,2,11,147,0,856,856,0.17172897196261683,1,1,,0,200500011,200500055,0,147,0,856,856,1,1
200500058,200500012,13,1,IMPERIAL,2005,2005-11-08,1,SALTON CSD,"DIRECTOR, SALTON CSD",4,CSD/CSA DIRECTOR,,Full,3,Urbanoski,David J.,Incumbent,Y,1,11,107,0,856,856,0.125,2,1,,0,200500011,200500056,0,107,0,856,856,2,1
