"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","HOSPITAL DISTRICT 2 EMS Levy EMS Levy","Approved","","837","64.7833","HOSPITAL DISTRICT 2"
"Adams","HOSPITAL DISTRICT 2 EMS Levy EMS Levy","Rejected","","455","35.2167","HOSPITAL DISTRICT 2"
"Adams","SCHOOL DISTRICT 160 - RITZVILLE Bonds to Modernize, Improve and Construct School Facilities Bonds to Modernize, Improve and Construct School Facilities","Approved","","534","55.625","SCHOOL DISTRICT 160 - RITZVILLE"
"Adams","SCHOOL DISTRICT 160 - RITZVILLE Bonds to Modernize, Improve and Construct School Facilities Bonds to Modernize, Improve and Construct School Facilities","Rejected","","426","44.375","SCHOOL DISTRICT 160 - RITZVILLE"
"Adams","CITY OF OTHELLO Sales and Use Tax for Transportation Improvements Sales and Use Tax for Transportation Improvements","Yes","","365","70.5996","CITY OF OTHELLO"
"Adams","CITY OF OTHELLO Sales and Use Tax for Transportation Improvements Sales and Use Tax for Transportation Improvements","No","","152","29.4004","CITY OF OTHELLO"
"Chelan","CASHMERE SCHOOL DIST NO 222 PROPOSITION 1 BONDS TO RENOVATE, MODERNIZE AND EXPAND SCHOOLS","Approved","","1280","70.0986","CASHMERE SCHOOL DIST NO 222"
"Chelan","CASHMERE SCHOOL DIST NO 222 PROPOSITION 1 BONDS TO RENOVATE, MODERNIZE AND EXPAND SCHOOLS","Rejected","","546","29.9014","CASHMERE SCHOOL DIST NO 222"
"Douglas","COULEE - HARTLINE SD PROPOSITION NO. 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY....YES","","22","64.7059","COULEE - HARTLINE SD"
"Douglas","COULEE - HARTLINE SD PROPOSITION NO. 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY....NO","","12","35.2941","COULEE - HARTLINE SD"
"Garfield","SCHOOL DISTRICT 110 Proposition 1, Pomeroy School District No. 110 Capital Levy to Upgrade Track Facility","Yes, Levy","","400","50.8259","SCHOOL DISTRICT 110"
"Garfield","SCHOOL DISTRICT 110 Proposition 1, Pomeroy School District No. 110 Capital Levy to Upgrade Track Facility","No, Levy","","387","49.1741","SCHOOL DISTRICT 110"
"Grant","Coulee Hartline School Dist #151 PROPOSITION NO. 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY....YES","","233","72.1362","Coulee Hartline School Dist #151"
"Grant","Coulee Hartline School Dist #151 PROPOSITION NO. 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY....NO","","90","27.8638","Coulee Hartline School Dist #151"
"Grant","Soap Lake School Dist #156 PROPOSITION NO. 1 A Four Year Replacement Levy for Education Programs, Maintenance and Operations:","YES","","383","55.5878","Soap Lake School Dist #156"
"Grant","Soap Lake School Dist #156 PROPOSITION NO. 1 A Four Year Replacement Levy for Education Programs, Maintenance and Operations:","NO","","306","44.4122","Soap Lake School Dist #156"
"Grant","Grant County Fire Dist #13 PROPOSITION NO. 1 Proposition Authorizing Property Tax Levy for Fire Protection And Emergency Medical Services","Approved","","251","63.5443","Grant County Fire Dist #13"
"Grant","Grant County Fire Dist #13 PROPOSITION NO. 1 Proposition Authorizing Property Tax Levy for Fire Protection And Emergency Medical Services","Rejected","","144","36.4557","Grant County Fire Dist #13"
"Grant","Grant County Fire Dist #13 PROPOSITION NO. 2 BONDS TO CONSTRUCT, RENOVATE AND EXPAND FIRE PROTECTION FACILITIES","Approved","","224","56.8528","Grant County Fire Dist #13"
"Grant","Grant County Fire Dist #13 PROPOSITION NO. 2 BONDS TO CONSTRUCT, RENOVATE AND EXPAND FIRE PROTECTION FACILITIES","Rejected","","170","43.1472","Grant County Fire Dist #13"
"Grant","Mattawa PROPOSITION NO. 1 SALES AND USE TAX FOR TRANSPORTATION IMPROVEMENTS","Yes","","35","89.7436","Mattawa"
"Grant","Mattawa PROPOSITION NO. 1 SALES AND USE TAX FOR TRANSPORTATION IMPROVEMENTS","No","","4","10.2564","Mattawa"
"Grays Harbor","City of Hoquiam Proposition No. 1 ","Yes","","966","80.7692","City of Hoquiam"
"Grays Harbor","City of Hoquiam Proposition No. 1 ","No","","230","19.2308","City of Hoquiam"
"Grays Harbor","Sch Dist 77 - Taholah Proposition No. 1 Two-Year Excess Tax Levy for Maintenance and Operations","Levy Yes","","80","91.954","Sch Dist 77 - Taholah"
"Grays Harbor","Sch Dist 77 - Taholah Proposition No. 1 Two-Year Excess Tax Levy for Maintenance and Operations","Levy No","","7","8.046","Sch Dist 77 - Taholah"
"Grays Harbor","Sch Dist 400 - Oakville Proposition No. 1 Maintenance and Operation Replacement Levy","Levy Yes","","253","56.7265","Sch Dist 400 - Oakville"
"Grays Harbor","Sch Dist 400 - Oakville Proposition No. 1 Maintenance and Operation Replacement Levy","Levy No","","193","43.2735","Sch Dist 400 - Oakville"
"Grays Harbor","Fire District 7 Proposition No. 1 2017 Emergency Medical Care and Ambulance Service","Levy Yes","","183","77.5424","Fire District 7"
"Grays Harbor","Fire District 7 Proposition No. 1 2017 Emergency Medical Care and Ambulance Service","Levy No","","53","22.4576","Fire District 7"
"Jefferson","Chimacum School District No. 49 Proposition No. 1 Facility Improvement General Obligation Bonds - $29,100,000","APPROVED?","","3321","59.3036","Chimacum School District No. 49"
"Jefferson","Chimacum School District No. 49 Proposition No. 1 Facility Improvement General Obligation Bonds - $29,100,000","REJECTED?","","2279","40.6964","Chimacum School District No. 49"
"Jefferson","Quilcene Fire District No. 2 Proposition No. 1 Emergency Medical Services Regular Property Tax Levy","Approved","","612","75","Quilcene Fire District No. 2"
"Jefferson","Quilcene Fire District No. 2 Proposition No. 1 Emergency Medical Services Regular Property Tax Levy","Rejected","","204","25","Quilcene Fire District No. 2"
"King","East Pierce Fire &amp; Rescue Proposition No. 1 Levy Lid Lift","Approved","","184","76.6667","East Pierce Fire &amp; Rescue"
"King","East Pierce Fire &amp; Rescue Proposition No. 1 Levy Lid Lift","Rejected","","56","23.3333","East Pierce Fire &amp; Rescue"
"Kitsap","SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 General Obligation Bonds - $126,992,867","Approved","","12921","59.3878","SOUTH KITSAP SCHOOL DISTRICT NO. 402"
"Kitsap","SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 General Obligation Bonds - $126,992,867","Rejected","","8836","40.6122","SOUTH KITSAP SCHOOL DISTRICT NO. 402"
"Kittitas","CITY OF ELLENSBURG Proposition 1 Sales and Use Tax for Transportation Improvements","Yes","","1553","63.4136","CITY OF ELLENSBURG"
"Kittitas","CITY OF ELLENSBURG Proposition 1 Sales and Use Tax for Transportation Improvements","No","","896","36.5864","CITY OF ELLENSBURG"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Proposition No. 1 Technology / Capital Projects Levy","LEVY...YES","","418","45.2381","LYLE SCHOOL DISTRICT # 406"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Proposition No. 1 Technology / Capital Projects Levy","LEVY...NO","","506","54.7619","LYLE SCHOOL DISTRICT # 406"
"Lewis","Eatonville School District #404 Proposition No. 1 General Obligation Bonds - $19,480,015","Approved","","22","46.8085","Eatonville School District #404"
"Lewis","Eatonville School District #404 Proposition No. 1 General Obligation Bonds - $19,480,015","Rejected","","25","53.1915","Eatonville School District #404"
"Lewis","Oakville School District #400 Proposition No. 1 Maintenance and Operation Replacement Levy","Levy Yes","","0","0","Oakville School District #400"
"Lewis","Oakville School District #400 Proposition No. 1 Maintenance and Operation Replacement Levy","Levy No","","0","0","Oakville School District #400"
"Mason","Fire Protection Dist 16 Proposition For Property Tax Levy Lid Lift ","Levy...Yes","","203","60.597","Fire Protection Dist 16"
"Mason","Fire Protection Dist 16 Proposition For Property Tax Levy Lid Lift ","Levy...No","","132","39.403","Fire Protection Dist 16"
"Mason","Grapeview School 54 Four Year Educational Maintenance and Operations Levy ","Levy...Yes","","582","63.3297","Grapeview School 54"
"Mason","Grapeview School 54 Four Year Educational Maintenance and Operations Levy ","Levy...No","","337","36.6703","Grapeview School 54"
"Okanogan","OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","APPROVED","","574","54.0999","OKANOGAN SCHOOL 105"
"Okanogan","OKANOGAN SCHOOL 105 PROPOSITION 1 SAFETY, EDUCATION AND SECURITY GENERAL OBLIGATION BONDS - $6,553,585","REJECTED","","487","45.9001","OKANOGAN SCHOOL 105"
"Pend Oreille","Hospital District - 01 ASSISTED LIVING FACILITY EXPANSION BONDS EXPANSION BONDS","Approved","","1956","62.592","Hospital District - 01"
"Pend Oreille","Hospital District - 01 ASSISTED LIVING FACILITY EXPANSION BONDS EXPANSION BONDS","Reject","","1169","37.408","Hospital District - 01"
"Pierce","BETHEL SCHOOL DISTRICT NO. 403 Proposition No. 1 Bond to Improve Safety, Construct and Renovate School Facilities","Approved","","10911","54.5196","BETHEL SCHOOL DISTRICT NO. 403"
"Pierce","BETHEL SCHOOL DISTRICT NO. 403 Proposition No. 1 Bond to Improve Safety, Construct and Renovate School Facilities","Rejected","","9102","45.4804","BETHEL SCHOOL DISTRICT NO. 403"
"Pierce","EATONVILLE SCHOOL DISTRICT NO. 404 Proposition No. 1 General Obligation Bonds - $19,480,015","Approved","","1403","43.2624","EATONVILLE SCHOOL DISTRICT NO. 404"
"Pierce","EATONVILLE SCHOOL DISTRICT NO. 404 Proposition No. 1 General Obligation Bonds - $19,480,015","Rejected","","1840","56.7376","EATONVILLE SCHOOL DISTRICT NO. 404"
"Pierce","EAST PIERCE FIRE &amp; RESCUE Proposition No. 1 Levy Lid Lift","Approved","","9389","64.4716","EAST PIERCE FIRE &amp; RESCUE"
"Pierce","EAST PIERCE FIRE &amp; RESCUE Proposition No. 1 Levy Lid Lift","Rejected","","5174","35.5284","EAST PIERCE FIRE &amp; RESCUE"
"Pierce","PROPOSED UP METROPOLITAN PARK DISTRICT Proposition No. 1 Submitted by Voter Petition Formation of University Place Metropolitan Park District","FOR the formation of a metropolitan park district to be governed by a five-person board of commissioners elected at large.","","2632","35.424","PROPOSED UP METROPOLITAN PARK DISTRICT"
"Pierce","PROPOSED UP METROPOLITAN PARK DISTRICT Proposition No. 1 Submitted by Voter Petition Formation of University Place Metropolitan Park District","AGAINST the formation of a metropolitan park district.","","4798","64.576","PROPOSED UP METROPOLITAN PARK DISTRICT"
"Pierce","PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 1","Scott Traynor","","3662","100","PROPOSED UP METROPOLITAN PARK DISTRICT"
"Pierce","PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 2","Paul Castillo","","3629","100","PROPOSED UP METROPOLITAN PARK DISTRICT"
"Pierce","PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","Mari Leavitt","","1936","47.2541","PROPOSED UP METROPOLITAN PARK DISTRICT"
"Pierce","PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","Daniel (Dan) Harkins","","1123","27.4103","PROPOSED UP METROPOLITAN PARK DISTRICT"
"Pierce","PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 3","Vivian Foster","","1038","25.3356","PROPOSED UP METROPOLITAN PARK DISTRICT"
"Pierce","PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","Bob Jackson","","1745","44.1214","PROPOSED UP METROPOLITAN PARK DISTRICT"
"Pierce","PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 4","Joe Scorcio","","2210","55.8786","PROPOSED UP METROPOLITAN PARK DISTRICT"
"Pierce","PROPOSED UP METROPOLITAN PARK DISTRICT Commissioner Pos. 5","Mary Schmidtke","","3683","100","PROPOSED UP METROPOLITAN PARK DISTRICT"
"Pierce","UNINCORPORATED Nonbinding Advisory Vote No. 1 Marijuana Production, Processing and Retails Sales","Yes","","30937","47.599","UNINCORPORATED"
"Pierce","UNINCORPORATED Nonbinding Advisory Vote No. 1 Marijuana Production, Processing and Retails Sales","No","","34058","52.401","UNINCORPORATED"
"Skagit","LA CONNER SCHOOL DISTRICT NO. 311 Proposition No. 1 La Conner School District No. 311, Replacement Educational Programs and Operations Levy","Yes","","1339","61.422","LA CONNER SCHOOL DISTRICT NO. 311"
"Skagit","LA CONNER SCHOOL DISTRICT NO. 311 Proposition No. 1 La Conner School District No. 311, Replacement Educational Programs and Operations Levy","No","","841","38.578","LA CONNER SCHOOL DISTRICT NO. 311"
"Snohomish","EVERETT SCHOOL DISTRICT 2 Proposition 1 Replacement Levy for Safety, Building, and Instructional Technology Improvements","Levy Yes","","14296","65.1328","EVERETT SCHOOL DISTRICT 2"
"Snohomish","EVERETT SCHOOL DISTRICT 2 Proposition 1 Replacement Levy for Safety, Building, and Instructional Technology Improvements","Levy No","","7653","34.8672","EVERETT SCHOOL DISTRICT 2"
"Snohomish","EVERETT SCHOOL DISTRICT 2 Proposition 2 Capital Improvement and School Construction General Obligation Bonds - $149,700,000","Approved","","13606","62.2273","EVERETT SCHOOL DISTRICT 2"
"Snohomish","EVERETT SCHOOL DISTRICT 2 Proposition 2 Capital Improvement and School Construction General Obligation Bonds - $149,700,000","Rejected","","8259","37.7727","EVERETT SCHOOL DISTRICT 2"
"Snohomish","MARYSVILLE SCHOOL DISTRICT 25 Proposition 1 Neighborhood School Improvements Health and Safety Upgrades General Obligation Bonds - $230,000,000","Approved","","6924","50.5291","MARYSVILLE SCHOOL DISTRICT 25"
"Snohomish","MARYSVILLE SCHOOL DISTRICT 25 Proposition 1 Neighborhood School Improvements Health and Safety Upgrades General Obligation Bonds - $230,000,000","Rejected","","6779","49.4709","MARYSVILLE SCHOOL DISTRICT 25"
"Spokane","CITY OF SPOKANE City of Spokane Proposition No. 1 EMS - Emergency Medical Services Levy","Yes","","24360","65.7703","CITY OF SPOKANE"
"Spokane","CITY OF SPOKANE City of Spokane Proposition No. 1 EMS - Emergency Medical Services Levy","No","","12678","34.2297","CITY OF SPOKANE"
"Spokane","ROSALIA PARK DISTRICT 2 Rosalia Park and Recreation District No. 5  Proposition 1","YES","","13","68.4211","ROSALIA PARK DISTRICT 2"
"Spokane","ROSALIA PARK DISTRICT 2 Rosalia Park and Recreation District No. 5  Proposition 1","NO","","6","31.5789","ROSALIA PARK DISTRICT 2"
"Whatcom","South Whatcom Fire Authority Proposition No. 2016-1 General Obligation Bonds","Yes","","2723","81.9194","South Whatcom Fire Authority"
"Whatcom","South Whatcom Fire Authority Proposition No. 2016-1 General Obligation Bonds","No","","601","18.0806","South Whatcom Fire Authority"
"Whitman","ROSALIA TOWN Town of Rosalia Proposition No 1 ","YES","","121","65.7609","ROSALIA TOWN"
"Whitman","ROSALIA TOWN Town of Rosalia Proposition No 1 ","NO","","63","34.2391","ROSALIA TOWN"
"Whitman","ROSALIA TOWN Town of Rosalia Proposition No 2 ","YES","","140","77.7778","ROSALIA TOWN"
"Whitman","ROSALIA TOWN Town of Rosalia Proposition No 2 ","NO","","40","22.2222","ROSALIA TOWN"
"Whitman","FIRE DISTRICT - 07 Whitman County Fire Protection District No. 7  Proposition 1","YES","","55","78.5714","FIRE DISTRICT - 07"
"Whitman","FIRE DISTRICT - 07 Whitman County Fire Protection District No. 7  Proposition 1","NO","","15","21.4286","FIRE DISTRICT - 07"
"Whitman","ROSALIA PARK DISTRICT - 5 Rosalia Park and Recreation District No. 5  Proposition 1","YES","","187","68.75","ROSALIA PARK DISTRICT - 5"
"Whitman","ROSALIA PARK DISTRICT - 5 Rosalia Park and Recreation District No. 5  Proposition 1","NO","","85","31.25","ROSALIA PARK DISTRICT - 5"
