"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","SCHOOL DISTRICT 087 - LACROSSE LaCrosse School District No. 126  Proposition No. 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION  LEVY ","Yes","","4","80","School"
"Adams","SCHOOL DISTRICT 087 - LACROSSE LaCrosse School District No. 126  Proposition No. 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION  LEVY ","No","","1","20","School"
"Adams","SCHOOL DISTRICT 109 - WASHTUCNA Propositioin No. 1 Replacement Educational Programs and Operation Levy","Levy, Yes","","77","71.2963","School"
"Adams","SCHOOL DISTRICT 109 - WASHTUCNA Propositioin No. 1 Replacement Educational Programs and Operation Levy","Levy, No","","31","28.7037","School"
"Adams","SCHOOL DISTRICT 122 - BENGE Proposition No. 1 Replacement Educational Programs and Operation Levy","Levy, Yes","","20","100","School"
"Adams","SCHOOL DISTRICT 122 - BENGE Proposition No. 1 Replacement Educational Programs and Operation Levy","Levy, No","","0","0","School"
"Adams","SCHOOL DISTRICT 147 - OTHELLO Proposition No. 1 Bonds to Construct and Renovate School Facilities and Improve Safety","Approved","","725","53.4661","School"
"Adams","SCHOOL DISTRICT 147 - OTHELLO Proposition No. 1 Bonds to Construct and Renovate School Facilities and Improve Safety","Rejected","","631","46.5339","School"
"Adams","SCHOOL DISTRICT 158 - LIND Proposition No. 1 Replacement Educational Programs and Operation Levy","Levy, Yes","","169","77.8802","School"
"Adams","SCHOOL DISTRICT 158 - LIND Proposition No. 1 Replacement Educational Programs and Operation Levy","Levy, No","","48","22.1198","School"
"Adams","SCHOOL DISTRICT 161 - WARDEN Proposition No. 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY...YES","","4","36.3636","School"
"Adams","SCHOOL DISTRICT 161 - WARDEN Proposition No. 1 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY...NO","","7","63.6364","School"
"Adams","SCHOOL DISTRICT 162 - N FRANKLIN Proposition No. 1 Replacement of Expiring Educational Programs and Operation Levy","Levy Yes","","15","88.2353","School"
"Adams","SCHOOL DISTRICT 162 - N FRANKLIN Proposition No. 1 Replacement of Expiring Educational Programs and Operation Levy","Levy No","","2","11.7647","School"
"Adams","SCHOOL DISTRICT 308 - ENDICOTT ENDICOTT SCHOOL DISTRICT NO. 308 Proposition 1 EDUCATIONAL PROGRAMS AND OPERATION REPLACEMENT LEVY","Yes","","0","0","School"
"Adams","SCHOOL DISTRICT 308 - ENDICOTT ENDICOTT SCHOOL DISTRICT NO. 308 Proposition 1 EDUCATIONAL PROGRAMS AND OPERATION REPLACEMENT LEVY","No","","0","0","School"
"Adams","SCHOOL DISTRICT 160 - RITZVILLE Proposition No. 1 Replacement Educational Programs and Operation Levy","Levy, Yes","","459","67.2035","School"
"Adams","SCHOOL DISTRICT 160 - RITZVILLE Proposition No. 1 Replacement Educational Programs and Operation Levy","Levy, No","","224","32.7965","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 1 Educational Programs &amp; Operation Replacement Levy ","LEVY YES","","21","70","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 1 Educational Programs &amp; Operation Replacement Levy ","LEVY NO","","9","30","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 2 Replacement Capital Levy For School Improvements","LEVY YES","","19","63.3333","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 2 Replacement Capital Levy For School Improvements","LEVY NO","","11","36.6667","School"
"Adams","RITZVILLE PARK AND RECREATION 4 Proposition No. 1 Capital Improvement Levy","Approved","","463","68.4911","Park and Recreation"
"Adams","RITZVILLE PARK AND RECREATION 4 Proposition No. 1 Capital Improvement Levy","Rejected","","213","31.5089","Park and Recreation"
"Adams","CEMETERY DISTRICT 2 Proposition No. 1 Maintenance and Operation Levy","Approved","","901","66.6913","Cemetery"
"Adams","CEMETERY DISTRICT 2 Proposition No. 1 Maintenance and Operation Levy","Rejected","","450","33.3087","Cemetery"
"Asotin","SCHOOL DISTRICT 250 Propostion No. 1 Clarkston School District No. J250-185","Yes, Levy","","2803","67.5259","School"
"Asotin","SCHOOL DISTRICT 250 Propostion No. 1 Clarkston School District No. J250-185","No, Levy","","1348","32.4741","School"
"Asotin","SCHOOL DISTRICT 420 Propostion No. 1 Replacement Education Programs &amp; Operation Levy","Yes, Levy","","718","70.5998","School"
"Asotin","SCHOOL DISTRICT 420 Propostion No. 1 Replacement Education Programs &amp; Operation Levy","No, Levy","","299","29.4002","School"
"Benton","Kennewick School District 17 Proposition 18-7 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","Levy Yes","","9977","64.8742","School"
"Benton","Kennewick School District 17 Proposition 18-7 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","Levy No","","5402","35.1258","School"
"Benton","Kennewick School District 17 Proposition 18-8 LEVY FOR INSTRUCTIONAL TECHNOLOGY IMPROVEMENTS","Levy Yes","","9840","64.0292","School"
"Benton","Kennewick School District 17 Proposition 18-8 LEVY FOR INSTRUCTIONAL TECHNOLOGY IMPROVEMENTS","Levy No","","5528","35.9708","School"
"Benton","Kiona-Benton City School District 52 Proposition 18-3 EDUCATIONAL PROGRAMS AND OPERATION REPLACEMENT LEVY","Levy-Yes","","879","58.3665","School"
"Benton","Kiona-Benton City School District 52 Proposition 18-3 EDUCATIONAL PROGRAMS AND OPERATION REPLACEMENT LEVY","Levy-No","","627","41.6335","School"
"Benton","Finley School District 53 Proposition 18-4 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","Levy-Yes","","424","60.5714","School"
"Benton","Finley School District 53 Proposition 18-4 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","Levy-No","","276","39.4286","School"
"Benton","Finley School District 53 Proposition 18-5 DISSOLUTION AND REAPPORTIONMENT OF DIRECTOR DISTRICTS","APPROVED","","497","72.8739","School"
"Benton","Finley School District 53 Proposition 18-5 DISSOLUTION AND REAPPORTIONMENT OF DIRECTOR DISTRICTS","REJECTED","","185","27.1261","School"
"Benton","Prosser Consolidated School District 116 Proposition 18-6 REPLACEMENT OF EXPIRING MAINTENANCE, OPERATION AND EDUCATIONAL PROGRAMS LEVY","Levy Yes","","1507","69.1919","School"
"Benton","Prosser Consolidated School District 116 Proposition 18-6 REPLACEMENT OF EXPIRING MAINTENANCE, OPERATION AND EDUCATIONAL PROGRAMS LEVY","Levy No","","671","30.8081","School"
"Benton","Grandview School District 116/200 Proposition No. 1 Replacement Educational Programs and Operation Levy","Levy - Yes","","0","0","School"
"Benton","Grandview School District 116/200 Proposition No. 1 Replacement Educational Programs and Operation Levy","Levy - No","","0","0","School"
"Benton","Richland School District 400 Proposition 18-1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","Levy-Yes","","9578","68.763","School"
"Benton","Richland School District 400 Proposition 18-1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","Levy-No","","4351","31.237","School"
