"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","SCHOOL DISTRICT 161 - WARDEN Proposition No. 1 BONDS TO RENOVATE AND CONSTRUCT SCHOOL FACILITIES","Approved","","3","30","School"
"Adams","SCHOOL DISTRICT 161 - WARDEN Proposition No. 1 BONDS TO RENOVATE AND CONSTRUCT SCHOOL FACILITIES","Rejected","","7","70","School"
"Chelan","WENATCHEE SCHOOL DIST NO 246 PROPOSITION 1 RENEWAL OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY...YES","","5071","61.2366","School"
"Chelan","WENATCHEE SCHOOL DIST NO 246 PROPOSITION 1 RENEWAL OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY...NO","","3210","38.7634","School"
"Chelan","HOSPITAL DIST NO 2 LAKE CHELAN PROPOSITION 1 BONDS FOR NEW HOSPITAL","Approved","","2773","64.8959","Public Hospital"
"Chelan","HOSPITAL DIST NO 2 LAKE CHELAN PROPOSITION 1 BONDS FOR NEW HOSPITAL","Rejected","","1500","35.1041","Public Hospital"
"Clark","FIRE PROTECTION DISTRICT NO. 10 Proposition No. 1 Proposition Authorizing Property Tax Levy For Fire and Emergency Response","Approved","","1548","77.13","Fire"
"Clark","FIRE PROTECTION DISTRICT NO. 10 Proposition No. 1 Proposition Authorizing Property Tax Levy For Fire and Emergency Response","Rejected","","459","22.87","Fire"
"Ferry","SCHOOL DISTRICT 003 Three Year General Fund Levy ","Levy Yes","","50","63.2911","School"
"Ferry","SCHOOL DISTRICT 003 Three Year General Fund Levy ","Levy No","","29","36.7089","School"
"Grant","Warden School Dist #146 Proposition No. 1 BONDS TO RENOVATE AND CONSTRUCT SCHOOL FACILITIES","Approved","","289","55.8994","School"
"Grant","Warden School Dist #146 Proposition No. 1 BONDS TO RENOVATE AND CONSTRUCT SCHOOL FACILITIES","Rejected","","228","44.1006","School"
"King","Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500","Approved","","3337","73.0837","School"
"King","Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500","Rejected","","1229","26.9163","School"
"Lewis","Morton School District #214 Bonds to Expand, Renovate and Construct School Facilities ","Approved","","368","53.4884","School"
"Lewis","Morton School District #214 Bonds to Expand, Renovate and Construct School Facilities ","Rejected","","320","46.5116","School"
"Mason","Fire Protection Dist 1 Emergency Medical Services Regular Property Levy ","Levy...Yes","","241","80.8725","Fire"
"Mason","Fire Protection Dist 1 Emergency Medical Services Regular Property Levy ","Levy...No","","57","19.1275","Fire"
"Okanogan","OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School","Approved","","1093","44.3228","School"
"Okanogan","OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School","Rejected","","1373","55.6772","School"
"San Juan","San Juan County Public Hospital District #2 Hospital Commissioner 1","Christa Campbell","","1043","100","Public Hospital"
"San Juan","San Juan County Public Hospital District #2 Hospital Commissioner 2","George LeBoutillier","","184","18.0039","Public Hospital"
"San Juan","San Juan County Public Hospital District #2 Hospital Commissioner 2","Rebecca Presley","","638","62.4266","Public Hospital"
"San Juan","San Juan County Public Hospital District #2 Hospital Commissioner 2","Phil Paige","","200","19.5695","Public Hospital"
"San Juan","San Juan County Public Hospital District #2 Hospital Commissioner 3","Iris Graville","","1045","100","Public Hospital"
"San Juan","San Juan County Public Hospital District #2 Hospital Commissioner 4","James Orcutt","","611","57.2097","Public Hospital"
"San Juan","San Juan County Public Hospital District #2 Hospital Commissioner 4","Kirman Taylor","","457","42.7903","Public Hospital"
"San Juan","San Juan County Public Hospital District #2 Hospital Commissioner 5","Albert Berger","","948","100","Public Hospital"
"San Juan","San Juan County Public Hospital District #2 Proposition No. 1 Establishment of a Public Hospital District","For","","1119","84.7727","Public Hospital"
"San Juan","San Juan County Public Hospital District #2 Proposition No. 1 Establishment of a Public Hospital District","Against","","201","15.2273","Public Hospital"
"Skamania","STEVENSON CARSON SCHOOL Proposition 1 TWO-YEAR REPLACEMENT MAINTENANCE AND OPERATION LEVY","Levy ... Yes","","812","48.3333","School"
"Skamania","STEVENSON CARSON SCHOOL Proposition 1 TWO-YEAR REPLACEMENT MAINTENANCE AND OPERATION LEVY","Levy ... No","","868","51.6667","School"
"Snohomish","Fire District 14 Proposition No. 1 - Dissolution of Snohomish County Fire District No. 14 ","Approved","","1477","85.9721","Fire"
