"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","SCHOOL DISTRICT 128 - LAMONT Replacement Educational Programs and Operation Levy LAMONT SCHOOL DISTRICT NO. 264","Levy, Yes","","0","0","School"
"Adams","SCHOOL DISTRICT 128 - LAMONT Replacement Educational Programs and Operation Levy LAMONT SCHOOL DISTRICT NO. 264","Levy, No","","0","0","School"
"Adams","SCHOOL DISTRICT 147 - OTHELLO Proposition 1 Dissolution and Reapportionment of Directors' Districts","Approved","","499","64.2214","School"
"Adams","SCHOOL DISTRICT 147 - OTHELLO Proposition 1 Dissolution and Reapportionment of Directors' Districts","Rejected","","278","35.7786","School"
"Adams","SCHOOL DISTRICT 163 - SPRAGUE Proposition No. 1 Replacement Educational Programs and Operation Levy","LEVY YES","","0","0","School"
"Adams","SCHOOL DISTRICT 163 - SPRAGUE Proposition No. 1 Replacement Educational Programs and Operation Levy","LEVY NO","","0","0","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 1 Replacement Educational Programs and Operation Levy","LEVY YES","","11","50","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 1 Replacement Educational Programs and Operation Levy","LEVY NO","","11","50","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 2 Replacement Capital Levy For School Improvements","LEVY YES","","9","40.9091","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 2 Replacement Capital Levy For School Improvements","LEVY NO","","13","59.0909","School"
"Asotin","CITY OF ASOTIN Emergency Medical Services and Ambulance Service Property Tax Levy City of Asotin EMS Property Tax Levy","Yes","","284","72.2646","City/Town"
"Asotin","CITY OF ASOTIN Emergency Medical Services and Ambulance Service Property Tax Levy City of Asotin EMS Property Tax Levy","No","","109","27.7354","City/Town"
"Benton","Kennewick School District 17 Proposition 1 BONDS TO CONSTRUCT, EXPAND AND RENOVATE SCHOOLS","Approved","","10748","62.92","School"
"Benton","Kennewick School District 17 Proposition 1 BONDS TO CONSTRUCT, EXPAND AND RENOVATE SCHOOLS","Rejected","","6334","37.08","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 PROPOSITION NO. 1  REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY YES","","658","68.6848","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 PROPOSITION NO. 1  REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY NO","","300","31.3152","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 PROPOSITION NO. 2 REPLACEMENT CAPITAL LEVY TO IMPROVE SCHOOL FACILITIES ","LEVY YES","","638","68.8985","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 PROPOSITION NO. 2 REPLACEMENT CAPITAL LEVY TO IMPROVE SCHOOL FACILITIES ","LEVY NO","","288","31.1015","School"
"Chelan","HOSPITAL DISTRICT NO. 1 PROPOSITION NO. 1  Cascade Medical Center for renewal of the Emergency Medical Services Levy","LEVY YES","","2463","80.0195","Public Hospital"
"Chelan","HOSPITAL DISTRICT NO. 1 PROPOSITION NO. 1  Cascade Medical Center for renewal of the Emergency Medical Services Levy","LEVY NO","","615","19.9805","Public Hospital"
