"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","State Measures Initiative Measure No. 1366 concerns state taxes and fees.","Yes","","1500","66.9643","State Measures"
"Adams","State Measures Initiative Measure No. 1366 concerns state taxes and fees.","No","","740","33.0357","State Measures"
"Adams","State Measures Initiative Measure No. 1401 concerns trafficking of animal species threatened with extinction.","Yes","","1285","56.2856","State Measures"
"Adams","State Measures Initiative Measure No. 1401 concerns trafficking of animal species threatened with extinction.","No","","998","43.7144","State Measures"
"Adams","Advisory Votes Advisory Vote No. 10 Engrossed Substitute House Bill 1449","Repealed","","1484","67.7316","Advisory Votes"
"Adams","Advisory Votes Advisory Vote No. 10 Engrossed Substitute House Bill 1449","Maintained","","707","32.2684","Advisory Votes"
"Adams","Advisory Votes Advisory Vote No. 11 Second Substitute Senate Bill 5052","Repealed","","1056","47.6965","Advisory Votes"
"Adams","Advisory Votes Advisory Vote No. 11 Second Substitute Senate Bill 5052","Maintained","","1158","52.3035","Advisory Votes"
"Adams","Advisory Votes Advisory Vote No. 12 Second Engrossed Substitute Senate Bill 5987","Repealed","","1854","84.4647","Advisory Votes"
"Adams","Advisory Votes Advisory Vote No. 12 Second Engrossed Substitute Senate Bill 5987","Maintained","","341","15.5353","Advisory Votes"
"Adams","Advisory Votes Advisory Vote No. 13 Engrossed Substitute Senate Bill 6138","Repealed","","1806","82.4658","Advisory Votes"
"Adams","Advisory Votes Advisory Vote No. 13 Engrossed Substitute Senate Bill 6138","Maintained","","384","17.5342","Advisory Votes"
"Adams","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican  Party)","1434","65.3005","Legislative District 9"
"Adams","Legislative District 9 State Representative Pos. 1","Richard Lathim","(Prefers Republican Party)","762","34.6995","Legislative District 9"
"Adams","PORT DISTRICT 1 Commissioner District 3","Terry Thompson","","800","100","PORT DISTRICT 1"
"Adams","HOSPITAL DISTRICT 2 Commissioner Position  1","Ross A. Heimbigner","","868","100","HOSPITAL DISTRICT 2"
"Adams","HOSPITAL DISTRICT 2 Commissioner Position 4 ","Eric Walker","","799","100","HOSPITAL DISTRICT 2"
"Adams","HOSPITAL DISTRICT 3 Commissioner Position 1","Lynda R Bowers","","906","100","HOSPITAL DISTRICT 3"
"Adams","SCHOOL DISTRICT 087 - LACROSSE Position 2 at large","Tami Schwartz","","6","100","SCHOOL DISTRICT 087 - LACROSSE"
"Adams","SCHOOL DISTRICT 087 - LACROSSE Position 4 at large","Michael Stubbs","","6","100","SCHOOL DISTRICT 087 - LACROSSE"
"Adams","SCHOOL DISTRICT 087 - LACROSSE Position 5 At Large","Terry Miller","","7","100","SCHOOL DISTRICT 087 - LACROSSE"
"Adams","SCHOOL DISTRICT 109 - WASHTUCNA Director Position 1","Melinda Owens","","126","100","SCHOOL DISTRICT 109 - WASHTUCNA"
"Adams","SCHOOL DISTRICT 109 - WASHTUCNA Director Position 3","Wayne W. Johnstone","","79","56.4286","SCHOOL DISTRICT 109 - WASHTUCNA"
"Adams","SCHOOL DISTRICT 109 - WASHTUCNA Director Position 3","Theresa StHilaire","","61","43.5714","SCHOOL DISTRICT 109 - WASHTUCNA"
"Adams","SCHOOL DISTRICT 122 - BENGE Director Position 4","James M. Whitman","","20","100","SCHOOL DISTRICT 122 - BENGE"
"Adams","SCHOOL DISTRICT 128 - LAMONT Position 2 at large","Elizabeth Melville","","0","0","SCHOOL DISTRICT 128 - LAMONT"
"Adams","SCHOOL DISTRICT 128 - LAMONT Position 3 at large","Julie McDaniel","","0","0","SCHOOL DISTRICT 128 - LAMONT"
"Adams","SCHOOL DISTRICT 128 - LAMONT Position 4 at large","Chet Swift","","0","0","SCHOOL DISTRICT 128 - LAMONT"
"Adams","SCHOOL DISTRICT 128 - LAMONT Position 5 at large","Todd C Billigmeier","","0","0","SCHOOL DISTRICT 128 - LAMONT"
"Adams","SCHOOL DISTRICT 147 - OTHELLO Director District 2","Rob Simmons","","809","100","SCHOOL DISTRICT 147 - OTHELLO"
