"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","Congressional District 4 U.S. Representative","Gavin Seim","(Prefers Republican Party)","57","2.5618","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","Estakio Beltran","(Prefers Democratic Party)","162","7.2809","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","397","17.8427","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","Clint Didier","(Prefers Republican Party)","1081","48.5843","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","Josh Ramirez","(Prefers Independent Party)","32","1.4382","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","Gordon Allen Pross","(Prefers Republican Party)","3","0.1348","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","Tony Sandoval","(Prefers Democratic Party)","87","3.9101","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","Kevin Midbust","(Prefers Republican Party)","6","0.2697","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","Glen R. Stockwell","(Prefers Republican Party)","64","2.8764","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","George Cicotte","(Prefers Republican Party)","72","3.236","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","Janea Holmquist","(Prefers Republican Party)","206","9.2584","Congressional District 4"
"Adams","Congressional District 4 U.S. Representative","Richard Wright","(Prefers Independent Party)","58","2.6067","Congressional District 4"
"Adams","Legislative District 9 State Representative Pos. 1","Susan Fagan","(Prefers Republican Party)","1775","100","Legislative District 9"
"Adams","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers G.O.P. Party)","1759","100","Legislative District 9"
"Adams","ADAMS COUNTY Assessor","Sherri L. Brewer","(Prefers Republican Party)","1853","100","ADAMS COUNTY"
"Adams","ADAMS COUNTY Auditor","Heidi K. Hunt","(Prefers Republican Party)","1857","100","ADAMS COUNTY"
"Adams","ADAMS COUNTY Clerk","Susan K. Kirkendall","(Prefers Republican Party)","1847","100","ADAMS COUNTY"
"Adams","COMMISSIONER DISTRICT 3 County Commissioner District 3","Jeff Stevens","(Prefers Republican Party)","262","44.3316","COMMISSIONER DISTRICT 3"
"Adams","COMMISSIONER DISTRICT 3 County Commissioner District 3","Jessie (Weno) Dominguez ","(Prefers Republican Party)","213","36.0406","COMMISSIONER DISTRICT 3"
"Adams","COMMISSIONER DISTRICT 3 County Commissioner District 3","Eleanor Brodahl","(Prefers Democrat Party)","116","19.6277","COMMISSIONER DISTRICT 3"
"Adams","ADAMS COUNTY Prosecutor","Randy J. Flyckt","(Prefers Republican Party)","1733","100","ADAMS COUNTY"
"Adams","ADAMS COUNTY Sheriff","John W Hunt","(Prefers Republican Party)","1763","100","ADAMS COUNTY"
"Adams","ADAMS COUNTY Treasurer","Laura Danekas","(Prefers Republican Party)","1815","100","ADAMS COUNTY"
"Adams","LIND PARK AND RECREATION 3 Proposition 1 Maintenance and Operation Levy","Approved","","152","66.087","LIND PARK AND RECREATION 3"
"Adams","LIND PARK AND RECREATION 3 Proposition 1 Maintenance and Operation Levy","Rejected","","78","33.913","LIND PARK AND RECREATION 3"
"Adams","RITZVILLE PARK AND RECREATION 4 Proposition 1 Maintenance and Operation Levy","Approved","","460","70.7692","RITZVILLE PARK AND RECREATION 4"
"Adams","RITZVILLE PARK AND RECREATION 4 Proposition 1 Maintenance and Operation Levy","Rejected","","190","29.2308","RITZVILLE PARK AND RECREATION 4"
