"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","SCHOOL DISTRICT 128 - LAMONT Lamont School District #264 Proposition 1 Replacement Maintenance &amp; Operations Levy","YES","","0","0","SCHOOL DISTRICT 128 - LAMONT"
"Adams","SCHOOL DISTRICT 128 - LAMONT Lamont School District #264 Proposition 1 Replacement Maintenance &amp; Operations Levy","NO","","0","0","SCHOOL DISTRICT 128 - LAMONT"
"Adams","SCHOOL DISTRICT 163 - SPRAGUE Proposition No. 1 Replacement Maintenance and Operation Levy - $285,000","Levy Yes","","0","0","SCHOOL DISTRICT 163 - SPRAGUE"
"Adams","SCHOOL DISTRICT 163 - SPRAGUE Proposition No. 1 Replacement Maintenance and Operation Levy - $285,000","Levy No","","0","0","SCHOOL DISTRICT 163 - SPRAGUE"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 1 Replacement Maintenance and Operation Levy - $698,000","Levy Yes","","17","70.8333","SCHOOL DISTRICT 157 - ODESSA"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 1 Replacement Maintenance and Operation Levy - $698,000","Levy No","","7","29.1667","SCHOOL DISTRICT 157 - ODESSA"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 2 Replacement Capital Levy For School Improvements - $110,000 ","Levy Yes","","16","66.6667","SCHOOL DISTRICT 157 - ODESSA"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 2 Replacement Capital Levy For School Improvements - $110,000 ","Levy No","","8","33.3333","SCHOOL DISTRICT 157 - ODESSA"
"Benton","Kennewick School District 17 Proposition 1 BONDS TO CONSTRUCT NEW SCHOOLS AND REPLACE OUTDATED SCHOOLS","Approved","","11304","64.55","Kennewick School District 17"
"Benton","Kennewick School District 17 Proposition 1 BONDS TO CONSTRUCT NEW SCHOOLS AND REPLACE OUTDATED SCHOOLS","Rejected","","6208","35.45","Kennewick School District 17"
"Benton","Kiona-Benton City School District 52 Proposition1 ","Levy-Yes","","775","46.4072","Kiona-Benton City School District 52"
