"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","SCHOOL DISTRICT 128 - LAMONT Lamont School Dristrict Proposition 1 Replacement Maintenance and Operation Levy","YES","","0","0","School"
"Adams","SCHOOL DISTRICT 128 - LAMONT Lamont School Dristrict Proposition 1 Replacement Maintenance and Operation Levy","NO","","0","0","School"
"Adams","SCHOOL DISTRICT 147 - OTHELLO Replacement Maintenance and Operation Levy Replacement Maintenance and Operation Levy","Levy, Yes","","746","61.5512","School"
"Adams","SCHOOL DISTRICT 147 - OTHELLO Replacement Maintenance and Operation Levy Replacement Maintenance and Operation Levy","Levy, No","","466","38.4488","School"
"Adams","SCHOOL DISTRICT 163 - SPRAGUE Proposition No. 1 Replacement Maintenance and Operation Levy","LEVY YES","","0","0","School"
"Adams","SCHOOL DISTRICT 163 - SPRAGUE Proposition No. 1 Replacement Maintenance and Operation Levy","LEVY NO","","0","0","School"
"Adams","SCHOOL DISTRICT 160 - RITZVILLE Bonds to Modernize, Improve and Construct School Facilities Bonds to Modernize, Improve and Construct School Facilities","Approved","","568","65.2124","School"
"Adams","SCHOOL DISTRICT 160 - RITZVILLE Bonds to Modernize, Improve and Construct School Facilities Bonds to Modernize, Improve and Construct School Facilities","Rejected","","303","34.7876","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 1 Replacement Maintenance and Operation Levy","LEVY YES","","16","57.1429","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 1 Replacement Maintenance and Operation Levy","LEVY NO","","12","42.8571","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 2 Replacement Capital Levy For School Improvements","LEVY YES","","18","60","School"
"Adams","SCHOOL DISTRICT 157 - ODESSA Proposition No. 2 Replacement Capital Levy For School Improvements","LEVY NO","","12","40","School"
"Adams","PARK AND RECREATION 4 Ritzville Capital Improvement Levy Capital Improvement Levy","Approved","","628","72.6852","Park and Recreation"
"Adams","PARK AND RECREATION 4 Ritzville Capital Improvement Levy Capital Improvement Levy","Rejected","","236","27.3148","Park and Recreation"
"Benton","Finley School District 53 Proposition 17-2 BONDS TO RENOVATE AND IMPROVE SCHOOL FACILITIES","Approved","","588","62.0908","School"
"Benton","Finley School District 53 Proposition 17-2 BONDS TO RENOVATE AND IMPROVE SCHOOL FACILITIES","Rejected","","359","37.9092","School"
"Benton","Prosser Consolidated School District 116 Proposition 17-3 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITES","Approved","","2297","73.3866","School"
"Benton","Prosser Consolidated School District 116 Proposition 17-3 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITES","Rejected","","833","26.6134","School"
"Benton","Grandview School District 116/200 Proposition No. 1 School Replacement Bonds - $42,179,000","Approved","","34","56.6667","School"
"Benton","Grandview School District 116/200 Proposition No. 1 School Replacement Bonds - $42,179,000","Rejected","","26","43.3333","School"
"Benton","Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","Approved","","9943","61.7846","School"
"Benton","Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","Rejected","","6150","38.2154","School"
"Chelan","CASCADE SCHOOL DIST NO 228 PROPOSITION 1 REPLACEMENT AND OPERATION LEVY","LEVY ... YES","","1668","58.4853","School"
"Chelan","CASCADE SCHOOL DIST NO 228 PROPOSITION 1 REPLACEMENT AND OPERATION LEVY","LEVY ... NO","","1184","41.5147","School"
"Chelan","CASCADE SCHOOL DIST NO 228 PROPOSITION 2 CAPITAL LEVY FOR TECHNOLOGY, SAFETY AND SECURITY IMPROVEMENTS","LEVY...YES","","1599","56.4818","School"
"Chelan","CASCADE SCHOOL DIST NO 228 PROPOSITION 2 CAPITAL LEVY FOR TECHNOLOGY, SAFETY AND SECURITY IMPROVEMENTS","LEVY...NO","","1232","43.5182","School"
"Chelan","MANSON SCHOOL DIST NO 19 PROPOSITION 1 REPLACEMENT AND OPERATION LEVY","LEVY...YES","","624","70.1124","School"
"Chelan","MANSON SCHOOL DIST NO 19 PROPOSITION 1 REPLACEMENT AND OPERATION LEVY","LEVY...NO","","266","29.8876","School"
"Chelan","Walnut/McKittrick Island Annexation Area City of Wenatchee PROPOSITION 1 Walnut/McKittrick Island Annexation Referendum Measure concerning the Walnut/McKittrick Island Annexation","For annexation","","33","19.2982","Other"
