"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","State Measures Initiative Measure No. 1433 concerns labor standards.","Yes","","1846","39.9049","State Executive"
"Adams","State Measures Initiative Measure No. 1433 concerns labor standards.","No","","2780","60.0951","State Executive"
"Adams","State Measures Initiative Measure No. 1464 concerns campaign finance laws and lobbyists.","Yes","","1495","33.8235","State Executive"
"Adams","State Measures Initiative Measure No. 1464 concerns campaign finance laws and lobbyists.","No","","2925","66.1765","State Executive"
"Adams","State Measures Initiative Measure No. 1491 concerns court-issued extreme risk protection orders temporarily preventing access to firearms.","Yes","","2554","55.6912","State Executive"
"Adams","State Measures Initiative Measure No. 1491 concerns court-issued extreme risk protection orders temporarily preventing access to firearms.","No","","2032","44.3088","State Executive"
"Adams","State Measures Initiative Measure No. 1501 concerns seniors and vulnerable individuals.","Yes","","3302","72.6353","State Executive"
"Adams","State Measures Initiative Measure No. 1501 concerns seniors and vulnerable individuals.","No","","1244","27.3647","State Executive"
"Adams","State Measures Initiative Measure No. 732 concerns taxes.","Yes","","1228","27.423","State Executive"
"Adams","State Measures Initiative Measure No. 732 concerns taxes.","No","","3250","72.577","State Executive"
"Adams","State Measures Initiative Measure No. 735 concerns a proposed amendment to the federal constitution.","Yes","","2075","47.6354","State Executive"
"Adams","State Measures Initiative Measure No. 735 concerns a proposed amendment to the federal constitution.","No","","2281","52.3646","State Executive"
"Adams","Advisory Votes Advisory Vote No. 14 House Bill 2768","Repealed","","3523","81.4566","State Executive"
"Adams","Advisory Votes Advisory Vote No. 14 House Bill 2768","Maintained","","802","18.5434","State Executive"
"Adams","Advisory Votes Advisory Vote No. 15 Second Engrossed Substitute House Bill 2778","Repealed","","3359","78.0074","State Executive"
"Adams","Advisory Votes Advisory Vote No. 15 Second Engrossed Substitute House Bill 2778","Maintained","","947","21.9926","State Executive"
"Adams","Proposed Constitutional Amendments Senate Joint Resolution No. 8210 concerns the deadline for completing state legislative and congressional redistricting.","Approved","","2832","66.9187","State Executive"
"Adams","Proposed Constitutional Amendments Senate Joint Resolution No. 8210 concerns the deadline for completing state legislative and congressional redistricting.","Rejected","","1400","33.0813","State Executive"
"Adams","United States President/Vice President","Hillary Clinton / Tim Kaine","Democratic Party Nominees","1299","27.9716","Federal"
"Adams","United States President/Vice President","Donald J. Trump / Michael R. Pence","Republican Party Nominees","3083","66.3867","Federal"
"Adams","United States President/Vice President","Alyson Kennedy / Osborne Hart","Socialist Workers Party Nominees","9","0.1938","Federal"
"Adams","United States President/Vice President","Gloria Estela La Riva / Eugene Puryear","Socialism &amp; Liberation Party Nominees","10","0.2153","Federal"
"Adams","United States President/Vice President","Jill Stein / Ajamu Baraka","Green Party Nominees","22","0.4737","Federal"
"Adams","United States President/Vice President","Darrell L. Castle / Scott N. Bradley","Constitution Party Nominees","38","0.8183","Federal"
"Adams","United States President/Vice President","Gary Johnson / Bill Weld","Libertarian Party Nominees","183","3.9406","Federal"
"Adams","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","1859","39.7477","Federal"
"Adams","United States U.S. Senator","Chris Vance","(Prefers Republican Party)","2818","60.2523","Federal"
"Adams","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","2402","55.4478","Congressional"
"Adams","Congressional District 4 U.S. Representative","Clint Didier","(Prefers Republican Party)","1930","44.5522","Congressional"
"Adams","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","1533","32.7284","State Executive"
"Adams","Washington State Governor","Bill Bryant","(Prefers Republican Party)","3151","67.2716","State Executive"
"Adams","Washington State Lt. Governor","Cyrus Habib","(Prefers Democratic Party)","1317","29.3449","State Executive"
"Adams","Washington State Lt. Governor","Marty McClendon","(Prefers Republican Party)","3171","70.6551","State Executive"
"Adams","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","3394","75.4055","State Executive"
"Adams","Washington State Secretary of State","Tina Podlodowski","(Prefers Democratic Party)","1107","24.5945","State Executive"
"Adams","Washington State State Treasurer","Duane Davidson","(Prefers Republican Party)","2466","61.0245","State Executive"
"Adams","Washington State State Treasurer","Michael Waite","(Prefers Republican Party)","1575","38.9755","State Executive"
"Adams","Washington State State Auditor","Mark Miloscia","(Prefers Republican Party)","3020","67.5766","State Executive"
"Adams","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","1449","32.4234","State Executive"
"Adams","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","2247","54.341","State Executive"
"Adams","Washington State Attorney General","Joshua B. Trumbull","(Prefers Libertarian Party)","1888","45.659","State Executive"
"Adams","Washington State Commissioner of Public Lands","Steve McLaughlin","(Prefers Republican Party)","3230","72.3566","State Executive"
"Adams","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","1234","27.6434","State Executive"
"Adams","Washington State Superintendent of Public Instruction","Erin Jones","","2022","51.3328","State Executive"
"Adams","Washington State Superintendent of Public Instruction","Chris Reykdal","","1917","48.6672","State Executive"
"Adams","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","1512","34.2702","State Executive"
"Adams","Washington State Insurance Commissioner","Richard Schrock","(Prefers Republican Party)","2900","65.7298","State Executive"
"Adams","Legislative District 9 State Senator","Mark G. Schoesler","(Prefers G.O.P Party)","3941","100","Legislative"
"Adams","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","3399","75.2491","Legislative"
"Adams","Legislative District 9 State Representative Pos. 1","Jennifer Goulet","(Prefers Democratic Party)","1118","24.7509","Legislative"
"Adams","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers Republican Party)","3890","100","Legislative"
"Adams","ADAMS COUNTY County Commissioner District 1","John N. Marshall","(Prefers Republican Party)","2524","58.291","County"
"Adams","ADAMS COUNTY County Commissioner District 1","John W. Hunt","(States No Party Preference)","1806","41.709","County"
"Adams","ADAMS COUNTY County Commissioner District 2","Roger L. Hartwig","(Prefers Republican Party)","2105","52.1685","County"
"Adams","ADAMS COUNTY County Commissioner District 2","Kenneth Johnson","(Prefers Republican Party)","1930","47.8315","County"
"Adams","ADAMS COUNTY Sheriff","Dale J. Wagner","(Prefers Republican Party)","3841","100","County"
"Adams","Supreme Court Justice Position 1","Mary Yu","","1467","35.1461","Judicial"
"Adams","Supreme Court Justice Position 1","David DeWolf ","","2707","64.8539","Judicial"
"Adams","Supreme Court Justice Position 5","Barbara Madsen","","2041","50.2833","Judicial"
"Adams","Supreme Court Justice Position 5","Greg Zempel","","2018","49.7167","Judicial"
"Adams","Supreme Court Justice Position 6","Charles (Charlie) Wiggins","","1934","48.5564","Judicial"
"Adams","Supreme Court Justice Position 6","Dave Larson","","2049","51.4436","Judicial"
"Adams","Court of Appeals, Division 3, District 2 Judge Position 1","George Fearing","","2033","52.1951","Judicial"
"Adams","Court of Appeals, Division 3, District 2 Judge Position 1","Patrick McBurney","","1862","47.8049","Judicial"
"Adams","Adams Superior Court  Judge Position 1","Steve Dixon","","3576","100","Judicial"
"Adams","SCHOOL DISTRICT 122 - BENGE Proposition 1 Replacement Maintenance and Operation Levy","Levy, Yes","","26","96.2963","School"
"Adams","SCHOOL DISTRICT 122 - BENGE Proposition 1 Replacement Maintenance and Operation Levy","Levy, No","","1","3.7037","School"
"Adams","FIRE DISTRICT 4 Proposition 1 Maintenance and Operation Levy","Approved","","8","72.7273","Fire"
"Adams","FIRE DISTRICT 4 Proposition 1 Maintenance and Operation Levy","Rejected","","3","27.2727","Fire"
"Adams","CEMETERY DISTRICT 2 Proposition 1 Maintenance and Operation Levy","Approved","","1296","50.8634","Cemetery"
"Adams","CEMETERY DISTRICT 2 Proposition 1 Maintenance and Operation Levy","Rejected","","1252","49.1366","Cemetery"
"Adams","CEMETERY DISTRICT 3 Proposition 1 Maintenance and Operation Levy","Approved","","250","61.1247","Cemetery"
"Adams","CEMETERY DISTRICT 3 Proposition 1 Maintenance and Operation Levy","Rejected","","159","38.8753","Cemetery"
"Asotin","State Measures Initiative Measure No. 1433 concerns labor standards.","Yes","","4615","46.7768","State Executive"
"Asotin","State Measures Initiative Measure No. 1433 concerns labor standards.","No","","5251","53.2232","State Executive"
"Asotin","State Measures Initiative Measure No. 1464 concerns campaign finance laws and lobbyists.","Yes","","4031","42.842","State Executive"
"Asotin","State Measures Initiative Measure No. 1464 concerns campaign finance laws and lobbyists.","No","","5378","57.158","State Executive"
"Asotin","State Measures Initiative Measure No. 1491 concerns court-issued extreme risk protection orders temporarily preventing access to firearms.","Yes","","5945","61.0244","State Executive"
"Asotin","State Measures Initiative Measure No. 1491 concerns court-issued extreme risk protection orders temporarily preventing access to firearms.","No","","3797","38.9756","State Executive"
"Asotin","State Measures Initiative Measure No. 1501 concerns seniors and vulnerable individuals.","Yes","","7400","76.0613","State Executive"
"Asotin","State Measures Initiative Measure No. 1501 concerns seniors and vulnerable individuals.","No","","2329","23.9387","State Executive"
"Asotin","State Measures Initiative Measure No. 732 concerns taxes.","Yes","","2893","30.6852","State Executive"
"Asotin","State Measures Initiative Measure No. 732 concerns taxes.","No","","6535","69.3148","State Executive"
"Asotin","State Measures Initiative Measure No. 735 concerns a proposed amendment to the federal constitution.","Yes","","5148","55.5879","State Executive"
"Asotin","State Measures Initiative Measure No. 735 concerns a proposed amendment to the federal constitution.","No","","4113","44.4121","State Executive"
"Asotin","Advisory Votes Advisory Vote No. 14 House Bill 2768","Repealed","","7302","80.9355","State Executive"
"Asotin","Advisory Votes Advisory Vote No. 14 House Bill 2768","Maintained","","1720","19.0645","State Executive"
